univ	ut	au	tu_au	lumc_au	leiden_au
tu delft	000316354300006	3	2	0	0
leiden univ	000276544200018	6	0	0	1
tu delft	000257093500009	3	1	0	0
leiden univ	000356426901379	13	0	0	2
leiden univ	000320868800164	8	0	0	7
leiden univ	000302861300007	8	1	0	0
tu delft	000335117900001	2	1	0	0
tu delft	000394045700001	12	1	0	0
leiden univ	000372183100005	6	0	0	1
leiden univ	000320444200060	10	0	0	3
leiden univ	000314421000004	43	0	0	1
leiden univ	000415590000835	4	0	0	2
tu delft	000287063700006	3	1	0	0
leiden univ	000326843601397	7	0	0	5
leiden univ	000215799104337	5	0	0	2
tu delft	000291021900003	5	5	0	0
tu delft	000320675300053	4	2	0	0
leiden univ	000265542000442	6	0	0	5
leiden univ	000384848400001	6	0	0	3
tu delft	000325487900014	12	10	0	0
tu delft	000351876500031	8	2	0	2
leiden univ	000334154100019	1	0	0	1
leiden univ	000362895200002	5	1	0	3
tu delft	000328509400012	1	1	0	0
leiden univ	000271133600004	1	0	0	1
leiden univ	000331740100009	5	0	0	1
leiden univ	000379941500162	5	0	0	4
tu delft	000320186700008	8	4	0	0
tu delft	000328922100014	2	2	0	0
tu delft	000274354300003	1	1	0	0
tu delft	000275789900005	2	2	0	0
leiden univ	000384995600001	5	0	0	5
tu delft	000302093500036	6	3	0	0
leiden univ	000296584000016	52	0	0	1
leiden univ	000300305500006	6	0	1	3
leiden univ	000281684300014	6	0	0	4
lumc	000266657200001	13	0	0	8
leiden univ	000328750200007	1	0	0	1
tu delft	000300664900011	4	2	0	0
leiden univ	000333226900017	5	0	0	2
leiden univ	000266929800002	4	0	0	4
leiden univ	000274141600008	4	0	0	2
leiden univ	000290771200003	5	0	0	2
tu delft	000347140600004	12	0	0	0
leiden univ	000379760100028	1	0	0	0
leiden univ	000331833601265	10	0	0	1
tu delft	000321561201695	8	8	0	0
tu delft	000288855500018	9	1	0	0
tu delft	000331039200004	13	1	0	0
leiden univ	000367421200001	7	0	0	1
leiden univ	000374496600009	67	0	0	1
leiden univ	000282086800053	1	0	0	1
tu delft	000339781700005	2	2	0	0
tu delft	000300700400001	4	4	0	0
tu delft	000315245900003	3	3	0	0
leiden univ	000342341400076	21	0	0	2
leiden univ	000269572700008	8	0	0	1
tu delft	000311822000001	7	1	0	0
leiden univ	000367458200002	7	0	0	6
tu delft	000297474500007	8	1	0	0
leiden univ	000278498500007	3	0	0	2
tu delft	000354615900015	5	5	0	0
leiden univ	000381804900025	1	0	0	1
tu delft	000259274900007	5	3	0	0
leiden univ	000208762004501	4	0	0	4
tu delft	000389982500001	4	3	0	0
leiden univ	000327762800033	4	0	0	1
tu delft	000302980100039	14	2	0	0
leiden univ	000323636800012	3	0	0	3
lumc	000344006900201	7	0	0	2
leiden univ	000294251800027	17	0	0	2
tu delft	000361432000007	2	2	0	0
leiden univ	000302017200013	8	0	0	1
tu delft	000313767900123	4	2	0	0
tu delft	000283901100004	4	3	0	0
leiden univ	000315070600004	3	0	0	3
leiden univ	000283256200033	2	0	0	2
tu delft	000354186300009	2	2	0	0
leiden univ	000277279400029	10	0	0	1
tu delft	000286995000030	3	0	0	0
leiden univ	000209695800304	10	0	0	6
leiden univ	000284781500004	2	0	0	1
leiden univ	000262104703686	8	0	0	8
leiden univ	000278841800014	1	0	0	1
leiden univ	000258434200021	1	0	0	1
leiden univ	000402700600007	51	0	0	2
leiden univ	000264496600013	2	0	0	1
leiden univ	000294112300006	1	0	0	1
tu delft	000296563500021	9	1	0	0
leiden univ	000299612100005	3	0	0	3
leiden univ	000261587700003	3	0	0	1
leiden univ	000371897500004	20	0	0	4
leiden univ	000272572900004	2	0	0	1
tu delft	000322708200003	4	2	0	0
leiden univ	000289155200008	2	0	0	1
tu delft	000357481400019	4	1	0	0
leiden univ	000316808400201	6	0	0	6
leiden univ	000283907300002	3	0	0	1
leiden univ	000387229300002	20	0	0	4
tu delft	000333783200019	4	4	0	0
tu delft	000355774000002	3	2	0	0
leiden univ	000418219000007	10	0	0	3
leiden univ	000208041600010	9	0	0	9
leiden univ	000397392700002	7	0	0	4
tu delft	000289366600002	2	1	0	0
leiden univ	000359034000003	5	0	0	3
tu delft	000346322800044	8	5	0	0
leiden univ	000366077400018	4	0	0	1
tu delft	000307264200028	3	3	0	0
leiden univ	000367105700007	3	0	0	3
leiden univ	000343359700142	9	0	0	2
tu delft	000372822600007	3	3	0	0
leiden univ	000275501000014	4	0	0	4
leiden univ	000377145701180	13	0	0	5
leiden univ	000305631500023	4	0	0	3
leiden univ	000419133800007	2	0	0	1
tu delft	000374861000004	5	4	0	0
leiden univ	000259264300864	2	0	0	1
leiden univ	000411868200009	5	0	1	2
tu delft	000316580200021	3	3	0	0
leiden univ	000332161800114	11	0	0	4
tu delft	000313766300003	6	1	0	0
tu delft	000313861800009	3	2	0	0
leiden univ	000326771600011	4	0	0	1
leiden univ	000309973700014	18	0	0	1
leiden univ	000370469400013	12	0	0	3
leiden univ	000342657000008	7	0	0	7
leiden univ	000361120500005	2	0	0	1
leiden univ	000207866000004	2	0	0	0
leiden univ	000407126200054	3	0	0	0
tu delft	000300470000121	4	2	0	0
leiden univ	000344384901396	11	0	0	1
leiden univ	000272867100033	33	0	0	1
leiden univ	000357436300031	11	0	0	1
leiden univ	000271973600005	4	0	0	4
tu delft	000277054700021	4	2	0	0
lumc	000393937000008	16	0	0	1
leiden univ	000394556300087	66	0	0	1
tu delft	000274210400010	1	1	0	0
leiden univ	000392569400015	14	0	0	1
tu delft	000270542600034	6	1	0	0
tu delft	000386909100002	6	2	0	0
leiden univ	000367510900033	6	0	0	1
tu delft	000318867100056	3	3	0	0
leiden univ	000315172700013	1	0	0	1
leiden univ	000274196600013	9	0	0	7
leiden univ	000307610800002	4	0	0	4
tu delft	000256530900006	2	2	0	0
leiden univ	000394966400007	2	0	0	2
leiden univ	000343092100123	8	0	0	1
tu delft	000303802600006	1	1	0	0
leiden univ	000390792000015	25	0	0	2
leiden univ	000253468100007	4	0	0	1
tu delft	000284458900018	3	3	0	0
tu delft	000340267600026	6	5	0	0
tu delft	000373294100017	3	3	0	0
tu delft	000348118100002	7	4	0	0
leiden univ	000395505900002	19	0	0	1
leiden univ	000253581600535	9	0	0	1
leiden univ	000374962500001	3	0	0	2
leiden univ	000331833603098	8	0	0	8
leiden univ	000423912400022	12	0	0	0
tu delft	000257537800017	4	4	0	0
leiden univ	000256597100002	7	0	0	3
tu delft	000360958400001	5	2	0	0
tu delft	000369319500011	9	2	0	1
leiden univ	000309817900015	34	1	0	1
lumc	000208702706464	10	0	0	5
tu delft	000259980400022	5	4	0	0
leiden univ	000388573500037	13	0	0	0
leiden univ	000365246500002	8	0	0	2
leiden univ	000375452100024	5	0	0	5
leiden univ	000343633200212	8	0	0	1
leiden univ	000344226700031	5	0	0	3
tu delft	000374803200001	4	1	0	0
lumc	000291294900003	3	0	0	1
leiden univ	000295471100005	5	0	0	3
leiden univ	000356674000017	5	0	0	4
leiden univ	000280776700004	16	0	0	1
leiden univ	000289935900011	7	0	0	1
tu delft	000276389500001	6	1	0	0
leiden univ	000275650400018	2	0	0	1
leiden univ	000257332500003	9	0	0	9
leiden univ	000327047900025	8	1	0	6
leiden univ	000306222700013	8	0	0	5
leiden univ	000388776000039	27	0	0	3
leiden univ	000351278500024	14	0	0	3
leiden univ	000395171000006	2	0	0	0
leiden univ	000277216000025	8	0	0	5
leiden univ	000386014000009	7	0	0	3
tu delft	000276899800004	3	3	0	0
leiden univ	000282011900018	7	0	0	4
leiden univ	000309748305223	24	0	0	1
leiden univ	000312492500002	3	0	0	1
tu delft	000369493100006	5	3	0	0
tu delft	000279081100008	6	1	0	0
leiden univ	000305345900001	10	0	0	1
tu delft	000337995500107	6	2	0	0
leiden univ	000309726600211	5	0	0	4
leiden univ	000383498800006	10	0	0	4
lumc	000330325300001	5	0	0	3
leiden univ	000260555300186	6	0	0	1
leiden univ	000265996500009	5	0	0	5
leiden univ	000333142700004	9	0	0	9
leiden univ	000362725400009	10	0	0	3
tu delft	000283072500014	3	2	0	0
leiden univ	000279221600008	12	0	0	1
tu delft	000311380200012	4	4	0	0
leiden univ	000276169500010	5	0	0	2
leiden univ	000324744700004	10	0	0	7
leiden univ	000311594600022	6	0	0	1
leiden univ	000384509100018	3	0	0	1
tu delft	000254243900015	5	2	0	0
leiden univ	000281551000006	3	0	0	3
leiden univ	000254420800004	8	0	0	7
leiden univ	000367097800022	12	0	0	1
leiden univ	000209846403454	6	0	0	3
leiden univ	000319523800015	29	0	0	2
leiden univ	000209928800182	3	0	0	2
leiden univ	000395590300143	9	0	0	3
leiden univ	000258825600013	9	0	0	3
leiden univ	000330271600009	8	0	0	2
leiden univ	000310068700001	22	0	0	1
leiden univ	000310103600224	18	0	0	1
leiden univ	000279982900001	2	0	0	2
leiden univ	000275374700003	1	0	0	1
leiden univ	000363538500062	49	0	0	11
tu delft	000254357900007	7	1	0	0
leiden univ	000266183800006	2	0	0	1
leiden univ	000307224600011	5	0	0	5
leiden univ	000342468700031	6	0	1	5
leiden univ	000329140800012	5	0	0	3
leiden univ	000358554700028	2	0	0	2
leiden univ	000309406100007	83	0	0	1
leiden univ	000306560800019	6	0	0	4
leiden univ	000417143401356	12	0	0	0
leiden univ	000309259600037	20	0	0	1
leiden univ	000326604900033	6	0	0	5
leiden univ	000296537900002	3	0	0	2
tu delft	000263045200008	3	1	0	0
tu delft	000377733300050	2	1	0	0
leiden univ	000367945600006	22	0	0	3
leiden univ	000255628700002	1	0	0	1
leiden univ	000280662300006	2	0	0	2
leiden univ	000399417400013	8	0	0	5
tu delft	000325205000012	6	1	0	0
leiden univ	000321592700113	1	0	0	1
leiden univ	000314091000002	7	0	0	2
tu delft	000326230200029	21	2	0	0
leiden univ	000406015000016	6	0	0	1
leiden univ	000412992100008	3	0	0	3
leiden univ	000386999200004	5	0	0	3
tu delft	000261903700028	6	3	0	0
tu delft	000346355000031	2	1	0	0
tu delft	000315369700022	2	1	0	0
leiden univ	000302505900050	1	0	0	1
leiden univ	000342833500031	7	0	0	7
leiden univ	000256497100029	4	0	0	4
leiden univ	000260007500008	13	0	0	2
leiden univ	000321105100013	1	0	0	1
leiden univ	000336518500003	1	0	0	1
tu delft	000354984100282	4	1	0	0
leiden univ	000311985500006	3	0	0	2
tu delft	000296099400040	7	5	0	0
tu delft	000378664800007	2	1	0	0
tu delft	000269065000004	1	1	0	0
leiden univ	000395396400037	9	0	0	1
leiden univ	000356426901191	9	0	0	3
leiden univ	000208733103421	6	0	0	6
tu delft	000404117800019	11	2	0	1
leiden univ	000370851300005	3	0	0	1
tu delft	000256845800014	3	2	0	0
tu delft	000263928900013	1	1	0	0
tu delft	000257303900012	2	1	0	0
tu delft	000253868400013	2	1	0	0
lumc	000361920800036	2	0	0	1
leiden univ	000375969100023	7	0	0	3
tu delft	000376282700032	4	4	0	0
leiden univ	000295119900053	6	0	0	1
leiden univ	000392921800031	17	0	0	6
tu delft	000272048800006	1	1	0	0
leiden univ	000365623900018	8	0	0	6
leiden univ	000302326701025	10	0	0	10
tu delft	000401451100005	6	2	0	0
leiden univ	000292589800001	1	0	0	1
tu delft	000272996800003	3	1	0	0
leiden univ	000399200000036	21	0	0	1
leiden univ	000403635900002	6	0	0	0
leiden univ	000335773800007	8	0	0	8
leiden univ	000266931900551	11	0	0	11
tu delft	000251908300035	4	3	0	1
tu delft	000284079000013	6	2	0	0
leiden univ	000209222800037	6	0	0	3
leiden univ	000319858700030	13	0	0	0
leiden univ	000408362800016	16	0	0	2
tu delft	000389485300001	5	3	0	0
leiden univ	000381274300005	5	0	0	5
leiden univ	000308012406296	8	0	0	8
leiden univ	000334671000051	10	0	0	2
leiden univ	000342957300008	5	0	0	4
tu delft	000294432400007	3	1	0	0
tu delft	000299878800027	6	2	0	0
tu delft	000353920100022	5	4	0	0
tu delft	000363003100126	6	6	0	0
leiden univ	000350346900003	5	0	0	4
leiden univ	000306758600012	2	0	0	2
tu delft	000324475100688	3	3	0	0
leiden univ	000364330100016	6	0	0	2
leiden univ	000281423000032	15	0	0	13
tu delft	000261709300007	5	5	0	0
tu delft	000276414500045	3	3	0	0
leiden univ	000383204800011	9	0	0	9
leiden univ	000408099500009	4	0	0	4
tu delft	000342227500017	6	5	0	0
leiden univ	000208231602574	12	0	0	7
leiden univ	000330322600741	25	0	0	2
tu delft	000347606300022	3	3	0	0
leiden univ	000299610900009	10	0	0	1
leiden univ	000296126400002	14	0	0	1
tu delft	000359251200016	3	3	0	0
leiden univ	000266159500060	21	0	0	1
tu delft	000277242800015	7	1	0	0
tu delft	000335611900010	1	1	0	0
leiden univ	000308579800059	7	0	0	4
leiden univ	000298031900034	20	0	0	1
tu delft	000363349800012	5	4	0	0
leiden univ	000295697900029	2	0	0	1
leiden univ	000314784600016	9	0	0	1
tu delft	000276591200005	3	3	0	0
leiden univ	000352328400020	4	0	0	1
lumc	000318009803753	19	0	0	2
leiden univ	000209348601324	7	0	1	6
leiden univ	000375125400015	4	0	0	4
tu delft	000272464200003	1	0	0	0
tu delft	000280086800065	7	2	0	0
leiden univ	000327733700014	12	0	0	3
leiden univ	000275213300016	3	0	0	0
leiden univ	000350646400008	11	0	0	9
tu delft	000389173300015	1	1	0	0
leiden univ	000305738000066	17	0	0	2
leiden univ	000307375500003	5	0	0	0
leiden univ	000342666500006	3	0	0	3
tu delft	000394485400030	3	3	0	0
leiden univ	000341592700006	11	0	0	0
leiden univ	000258747100001	3	0	0	1
leiden univ	000350820500001	2	0	0	2
leiden univ	000274859300017	6	0	0	4
tu delft	000287057300023	8	0	0	0
tu delft	000350094600002	4	2	0	0
leiden univ	000310779900003	8	0	0	2
tu delft	000263695300002	5	1	0	0
leiden univ	000314184900016	4	0	0	2
leiden univ	000356426903143	11	0	0	9
leiden univ	000289163800314	11	0	0	1
leiden univ	000389106200007	6	0	0	0
leiden univ	000408364400004	4	0	0	1
tu delft	000370147600017	4	1	0	0
tu delft	000374621700014	2	1	0	0
tu delft	000388054400013	4	3	0	0
leiden univ	000262486300099	7	0	0	3
tu delft	000302647400067	3	2	0	0
tu delft	000353751300010	4	2	0	0
leiden univ	000299978700001	4	0	0	1
tu delft	000289516100007	2	2	0	0
tu delft	000323934500032	2	2	0	0
leiden univ	000392319600006	10	0	0	1
leiden univ	000299586000005	8	0	0	5
tu delft	000340862600003	2	2	0	0
leiden univ	000279986500003	7	0	0	4
leiden univ	000400117700011	5	0	0	3
tu delft	000321561205153	11	11	0	0
tu delft	000254131600005	1	0	0	0
leiden univ	000209501300387	2	0	0	1
leiden univ	000208852003450	10	0	0	1
tu delft	000418584500020	3	2	0	0
leiden univ	000350747700008	3	0	0	0
tu delft	000341190700013	3	3	0	0
tu delft	000309497200103	6	3	0	0
leiden univ	000383495000015	7	0	0	4
leiden univ	000286927800018	12	0	0	4
leiden univ	000339395500025	11	0	0	3
leiden univ	000268183700186	10	0	1	4
tu delft	000260309700001	3	1	0	0
leiden univ	000356338500026	5	0	0	1
leiden univ	000255537000024	11	0	0	2
tu delft	000385022900006	2	2	0	0
leiden univ	000393646300038	8	0	0	2
tu delft	000336346700008	4	2	0	0
leiden univ	000347707900027	3	0	0	0
leiden univ	000298889900127	4	0	0	3
leiden univ	000377145700008	12	0	0	7
leiden univ	000264535700003	5	0	0	2
leiden univ	000300662700013	4	0	0	3
tu delft	000390096500001	3	3	0	0
leiden univ	000416982100297	9	0	0	1
leiden univ	000332501300020	4	1	0	3
leiden univ	000345945700013	10	0	0	1
tu delft	000291338500028	5	3	0	0
leiden univ	000375566400008	6	0	0	2
leiden univ	000309359700268	5	0	0	5
leiden univ	000282488000012	7	0	0	1
tu delft	000313895800006	3	1	0	0
tu delft	000257421600022	4	4	0	0
tu delft	000335369600009	4	3	0	0
leiden univ	000388426900004	12	0	0	1
tu delft	000297253100022	2	2	0	0
leiden univ	000292957600018	12	0	0	4
lumc	000335419602664	9	0	0	8
leiden univ	000315141300019	4	1	0	2
tu delft	000352147300003	5	2	0	0
leiden univ	000299597106265	7	0	0	4
leiden univ	000351632900026	10	0	0	9
lumc	000209359000317	9	0	0	0
leiden univ	000299738706382	11	0	0	11
leiden univ	000346919803452	10	0	0	1
leiden univ	000266320300020	1	0	0	1
tu delft	000384208600024	9	3	0	0
tu delft	000356182000002	10	2	0	3
leiden univ	000367627900003	20	0	0	1
leiden univ	000277447600025	10	0	0	9
leiden univ	000335107600001	11	0	0	6
lumc	000319654700142	9	0	1	4
tu delft	000271283000004	4	0	0	0
leiden univ	000285766000025	2	0	0	2
tu delft	000314239000027	5	2	0	0
leiden univ	000280422000006	4	0	0	4
tu delft	000395117700041	12	2	0	0
leiden univ	000336213800010	5	0	0	3
leiden univ	000286362100021	46	0	0	2
leiden univ	000394732600013	6	0	0	2
leiden univ	000411824102119	13	0	0	3
leiden univ	000411357000026	4	0	0	1
leiden univ	000362882203189	4	0	0	3
tu delft	000390650800054	6	1	0	0
leiden univ	000413181403827	4	0	0	3
lumc	000270645900224	9	0	0	1
tu delft	000268139800014	3	3	0	0
leiden univ	000290149900026	10	0	0	5
tu delft	000375518500010	4	4	0	0
tu delft	000330780900001	5	4	0	0
leiden univ	000386075900024	8	0	0	7
leiden univ	000271978200008	7	0	0	6
tu delft	000259264306565	3	3	0	0
leiden univ	000382926300001	6	2	0	3
tu delft	000282732900010	3	2	0	0
leiden univ	000351885200011	1	0	0	1
leiden univ	000378621100011	4	0	0	3
leiden univ	000254363300004	4	0	0	3
leiden univ	000336982600015	9	0	0	2
leiden univ	000405530101274	23	0	0	2
leiden univ	000255774400009	14	0	0	1
leiden univ	000276248300004	6	0	0	5
leiden univ	000298889900161	5	0	0	4
leiden univ	000277039300011	3	0	0	1
leiden univ	000332640500007	2	0	0	1
leiden univ	000317052800009	7	1	0	6
leiden univ	000297564100008	7	0	0	1
leiden univ	000315172700002	2	0	0	1
tu delft	000260760700024	4	3	0	0
lumc	000297004300007	7	0	0	5
leiden univ	000275719900014	13	0	0	1
tu delft	000374361300018	4	3	0	0
leiden univ	000293755000048	3	0	0	2
leiden univ	000299391200006	1	0	0	1
tu delft	000307848600004	3	1	0	2
leiden univ	000289389800027	5	0	0	1
leiden univ	000413639900004	10	0	0	8
leiden univ	000382568400472	31	0	2	4
leiden univ	000348694700006	16	0	0	2
leiden univ	000393992300007	11	0	0	11
leiden univ	000208885006149	12	0	0	1
leiden univ	000325774700014	7	0	0	4
leiden univ	000283927400007	1	0	0	1
tu delft	000322739300002	3	3	0	0
tu delft	000254473800029	2	2	0	0
leiden univ	000351279900031	16	0	0	2
tu delft	000270611700072	6	3	0	0
leiden univ	000292186200009	5	0	0	4
leiden univ	000276756900321	10	0	0	10
leiden univ	000298547300017	6	0	0	3
leiden univ	000423235201235	12	0	0	1
leiden univ	000289150600013	8	0	0	3
leiden univ	000289823300008	4	0	0	1
tu delft	000375506800007	5	3	0	0
tu delft	000382843700014	7	0	0	0
lumc	000398606900443	5	0	0	3
leiden univ	000271803200005	1	0	0	1
leiden univ	000318681500027	4	0	0	1
leiden univ	000208702607001	10	0	0	1
leiden univ	000280662000008	2	0	0	2
leiden univ	000207571100003	4	0	0	1
leiden univ	000322613800034	5	0	0	4
leiden univ	000331614200010	10	0	0	8
tu delft	000393247000033	12	1	0	3
leiden univ	000309748305138	11	0	0	1
leiden univ	000271009900007	7	0	0	3
tu delft	000252527700005	4	1	0	0
leiden univ	000358177900041	4	0	0	4
leiden univ	000304201000009	14	0	0	3
leiden univ	000310828700005	3	0	0	2
tu delft	000383888900001	4	1	0	0
leiden univ	000277179400003	1	0	0	1
tu delft	000267137200026	3	3	0	0
leiden univ	000381434600018	4	0	0	1
leiden univ	000359689100001	41	0	0	1
leiden univ	000416982100192	10	0	0	2
leiden univ	000288644700060	3	0	0	2
leiden univ	000277879300018	8	0	0	4
tu delft	000285371000004	4	1	0	0
leiden univ	000277039300002	3	0	0	1
leiden univ	000263815400035	8	0	0	3
leiden univ	000280147500014	3	0	0	1
leiden univ	000270492200008	4	0	0	4
leiden univ	000337881000003	4	0	0	4
leiden univ	000269278800021	3	0	0	2
leiden univ	000290331700009	5	0	0	3
tu delft	000391246000003	7	2	0	0
tu delft	000351945400027	4	4	0	0
leiden univ	000278856600022	15	0	0	10
leiden univ	000370860203132	8	0	0	4
leiden univ	000279989800044	9	0	0	4
lumc	000379484600064	8	0	0	8
tu delft	000372443700005	9	1	0	0
tu delft	000321940100007	3	3	0	0
tu delft	000254844600019	3	3	0	0
tu delft	000276541900026	3	1	0	0
leiden univ	000375328801235	7	0	0	7
tu delft	000282844200010	9	7	0	0
leiden univ	000288327000010	5	0	0	3
tu delft	000310238400005	3	3	0	0
leiden univ	000336395600018	6	0	0	6
tu delft	000277760000004	4	2	0	0
leiden univ	000368628300072	11	0	0	2
leiden univ	000373466900013	6	0	0	5
leiden univ	000261647100011	4	0	0	2
leiden univ	000400304400094	14	0	0	1
leiden univ	000272540600049	2	0	0	2
leiden univ	000255457200081	3	0	0	2
leiden univ	000279240500007	3	0	0	3
leiden univ	000272073600003	3	0	0	3
tu delft	000300846700034	5	5	0	0
lumc	000300992500001	18	0	0	2
leiden univ	000340588400016	6	0	0	3
leiden univ	000257797700103	1	0	0	1
tu delft	000370313300002	12	2	0	0
leiden univ	000326209100004	2	0	0	2
tu delft	000304365900001	5	4	0	0
leiden univ	000280505000048	3	0	0	2
lumc	000278212100015	9	0	0	9
leiden univ	000359745300029	15	0	0	1
lumc	000262104502376	9	0	0	7
leiden univ	000271776900004	8	0	0	4
leiden univ	000320043000001	11	0	0	9
tu delft	000378756500174	15	2	0	0
leiden univ	000282160400013	1	0	0	1
leiden univ	000254544300002	7	0	0	1
tu delft	000383641700060	5	5	0	0
leiden univ	000360791500330	12	0	0	1
lumc	000384777700001	6	0	0	4
leiden univ	000271815700004	1	0	0	1
tu delft	000264948400009	3	1	0	0
leiden univ	000273391300048	12	0	0	5
leiden univ	000375669400008	10	0	0	8
tu delft	000319542200012	5	4	0	0
tu delft	000256901800013	3	3	0	0
tu delft	000260392900002	4	3	0	0
leiden univ	000297664800002	5	0	0	1
tu delft	000208627300008	1	1	0	0
leiden univ	000348058700061	5	0	0	5
leiden univ	000366215500051	6	0	0	2
lumc	000290221300010	4	0	1	0
leiden univ	000326144600024	18	0	0	2
leiden univ	000209839101211	10	0	0	1
leiden univ	000369980200539	7	0	0	4
