Source;Target;Weight
9916824;38632185;8
46244260;46580721;1
19220647;20386263;1
45866247;3187089;4
44161355;3228534;1
3425521;14787602;1
13022016;40226337;1
5553532;2205717;1
20217320;4512419;1
45333962;35589413;7
12453180;8207052;1
12340241;38210474;1
12090411;42702344;13
49724834;30188128;1
8728703;20811717;1
18010434;14588932;1
46345335;48407457;1
27252312;46261623;20
18683292;20332617;8
30225997;4175630;1
45950938;7797285;44
13802850;38281230;3
41039216;49677475;1
45484386;10708255;1
8768666;28246132;1
25803749;28110335;4
15175600;26385247;1
7443716;34084662;1
39330242;2348116;1
4682845;12057653;1
38750030;16736065;1
32059112;3801781;1
17445565;4545153;1
25795561;41636012;1
23604780;20768464;1
37799253;18681624;2
3515137;915129;4
6101301;2763827;1
40050683;20534285;5
46243184;17285531;1
46929388;51026997;1
23932203;11167623;1
40160651;45904882;2
38632185;4512419;1
11747343;36455903;1
6109235;10432419;1
29753954;12950384;2
17465463;33112891;5
17755294;28040536;1
45484386;10279554;3
43260469;1214397;1
37623752;42792022;3
4512419;37513580;1
5337209;39713828;1
4640202;26352287;3
49436259;25706165;1
18510420;19569861;1
12750509;31140667;1
20746167;33269801;2
42413463;2205717;1
40130333;46413602;2
34084662;29228000;1
30539968;32986743;1
13906263;30037070;3
21311267;31514793;11
34891850;9126584;1
40794487;2981843;2
24931703;21223131;2
10876639;25346656;1
31480180;10877676;1
14787776;36719395;1
16944625;9354985;1
45950938;16079101;1
20377382;16125985;7
37579934;37551514;1
32530605;45226167;1
5337209;14458380;1
1114993;16010119;1
276157;43785486;1
27456748;2161723;2
44075446;7431975;1
19693574;25930550;1
18693336;46539059;3
29918933;13955281;1
11937513;39117853;1
1744823;27378035;1
34642601;7699679;9
1733431;21831766;2
4799928;6820968;1
43059744;7150138;7
3354824;11048876;5
31561791;29018148;3
33415354;43640157;2
18027872;17227940;1
9942059;19399675;1
17140912;21034797;2
29706414;25981013;2
15091030;7761807;2
40572800;4636103;9
45459758;19667791;1
33601095;3354824;1
16736065;26580103;1
20811717;47300057;2
6788234;46261623;3
20158933;40795632;1
22320034;34265171;20
40269787;20534285;1
15031169;3201837;2
8327;3442887;3
8089289;38666293;1
40269787;8343198;1
35552753;28533069;10
32365597;16654257;3
9451296;1613898;1
35206567;36719395;1
4946785;46846432;1
50456911;27923347;5
28707341;18050218;3
2481083;49725411;1
18906888;28005723;1
34195534;1643080;1
24459700;20028493;1
26352287;180819;1
10137303;26387094;1
19610686;26831589;1
16172529;37581780;1
45950938;13653479;27
37032968;6109235;3
39589644;51318865;1
14828643;18907879;2
20746167;11858695;1
47539640;26016329;1
6268583;27050019;2
26092589;35104786;1
20907438;15091030;2
42702344;26296706;7
37197757;5504409;1
47449306;48806218;2
35665016;6343946;5
8296428;21441163;1
14458380;33594433;1
13413973;24135871;1
45950938;19959261;10
30035541;13653479;2
36033207;38632185;9
48514189;46207845;1
29147193;27408986;1
37125991;19137121;1
33269801;38632185;6
24138733;44704285;1
8745257;12839190;1
50257786;14884860;1
33815397;21436644;3
37395218;51265861;1
24042194;18907879;1
42541089;26281618;1
40227358;26161660;4
51142736;28016469;2
50917786;41771932;1
6234174;22587429;3
17210212;21474020;2
9942059;47979057;1
37546233;11565476;1
51570525;14899655;1
18812875;36695950;1
22494910;36033207;8
3894264;36040576;9
35312034;28395105;1
44301256;20534285;1
27854432;1358091;1
6782645;40864221;1
17174837;26420697;1
35488502;7816842;2
22781467;9942059;1
31805336;43907927;1
22683051;6268583;1
25861069;8157559;1
21223182;20811717;2
50365040;21474020;1
9832296;21540298;1
46398844;27768784;1
14996226;37032968;7
9832296;40189833;4
22240341;11679495;2
5278796;6361002;6
37781021;47300628;1
32679105;47537689;1
6511501;44163779;34
26008437;13723604;1
21223182;47316485;2
23782627;12057653;1
9307829;9493209;1
45742663;7332204;1
9180609;33697893;1
42307186;2992981;3
33617937;27408986;5
39712563;5333942;2
20787935;10309461;1
45484386;7998875;3
244977;27465405;4
6275652;37030441;1
17358287;37032968;1
35326618;33594433;17
10075914;40574628;3
40693289;12057653;1
25659773;37495818;1
49897406;47417886;7
30606858;27910326;2
46141035;20842666;1
26385723;16464988;2
32543775;17227940;1
9709617;12090411;1
12750509;36579043;5
32312991;39400884;1
8815102;4512419;2
9493209;20995530;1
37623752;13805210;1
8372999;16790460;5
18475178;26700120;1
43300186;37513580;1
8181358;8296428;2
35952370;10871106;1
44695322;132068;1
37516036;50344728;1
46480522;41108175;2
47227820;17736457;2
14996226;38036770;1
50925022;18713389;1
46408351;20534285;1
9354985;10971137;3
25894865;36411658;3
45008713;16974609;1
26700120;26092589;1
22494910;35425351;1
6140801;3533087;1
