to	from	weight
8447901	26274186	1
4587269	13721864	1
41524655	28790787	1
12275073	13462795	1
5534462	41041437	10
30146078	16441789	6
2747674	38404707	1
875678	49880365	1
27597294	31138916	3
1051796	21417708	2
28234947	43760300	1
34060840	17462441	1
8620269	16020022	1
25284555	34534349	1
37952742	14021096	1
15193316	24575966	1
35199104	51070815	1
44041213	47282207	5
25114796	16683434	1
45932065	42169280	1
30499797	9056610	1
47882257	45097414	1
18044400	31677267	1
14772367	22115804	1
8237590	5292666	1
8721786	16730170	1
48609571	25187840	1
19091278	43230235	1
41588179	44034765	1
47413404	50056445	1
3117686	32462507	1
31138916	27597294	3
44950216	24188004	1
41631203	36431284	1
23035333	5010167	4
8312951	42562557	1
32064052	25119059	3
39666543	14025835	1
28562517	2747674	1
26047279	38307169	1
9862886	40018623	1
26907017	2744727	2
28790787	16930419	2
37319218	21880294	3
46271996	8955874	1
12468803	9858781	1
32821174	45871055	1
45117063	46386623	1
33816978	13969037	1
21022844	23568907	2
24860514	5292666	1
16316739	43957156	4
22113888	2996909	1
29359255	8356001	3
2792666	34855476	1
24933800	30980362	1
6200388	43816302	1
45270167	6869859	1
28627316	22422173	1
50664724	4081205	1
32103857	11673208	2
21630199	49826123	1
2953534	28790787	10
25360679	17835781	6
39018697	40400787	5
41041437	24225986	2
22972871	50664919	1
25668599	31130137	1
16728302	28509281	1
41201274	16065243	1
20915160	48066140	2
24809956	9557261	2
1216282	7283170	1
40945893	9204518	6
6759007	17276849	5
41315502	10756203	1
12959909	15971006	1
5021107	3836364	1
28187608	25868309	1
4143208	40895831	1
4640420	20527933	1
40314018	35363622	1
41629847	14941681	3
4690012	8709346	1
23344840	44984102	3
36030110	28187182	4
18473715	46451245	1
45386161	1920558	1
7939396	2991919	3
41544338	42414289	2
11516994	50502462	10
13761618	5084354	1
45384564	25443214	1
41139473	49391538	1
47690025	28241864	1
32991209	14624114	1
26587299	21197400	1
9809621	8955874	2
28146263	17187372	2
28048989	24445381	1
33440320	12642689	2
31536734	41596314	1
42848879	27770984	1
22012849	22195484	1
26638158	34188917	1
14245315	43328035	1
35971648	4508960	2
31425056	16185755	4
50944644	34597930	1
22630040	8740070	1
17167378	5026398	1
19521885	9816107	3
17465457	42016773	1
22422173	32837935	5
2953534	23533192	1
13262820	41571458	1
12878333	12936926	4
36776986	16961837	2
19104480	49804602	3
37607456	42106463	1
22371030	9810978	6
39729296	2469775	4
41626580	12134494	1
35059297	24347006	1
36598168	32511540	1
17159213	17614638	12
20801535	45446586	1
19521885	4508960	2
43771426	33800547	1
7107644	8453848	1
35300433	18740699	1
36233290	19323628	1
24697037	20073700	2
21222585	45741080	1
9238420	43096857	1
13794609	17973874	7
3479552	43275958	1
39688887	26301827	1
9048620	44523455	1
37772226	19702991	1
39085552	13935331	2
46986275	6039542	1
32530377	31965547	1
17638739	3994091	3
23296371	9417801	1
48931652	7690011	1
42646078	31066598	1
18102020	22807793	1
17243184	24627099	10
2581730	21311221	2
21558751	45139450	1
21712260	43230235	1
157852	43275958	1
27341417	3588712	6
22116739	14772367	1
41705467	42461035	4
42052169	26292525	2
44347499	31889688	2
25773819	15186656	1
1803265	37282017	1
24809956	42452854	2
6694190	16765897	2
26587299	35073232	1
22807793	44716739	1
25078175	51037610	1
16418453	32245729	1
12126219	32778083	7
13112915	30819069	1
4582660	32414126	1
26985784	25079201	1
17260198	16467484	7
38380360	33488423	4
36235049	25270235	1
47178873	35283296	1
23965055	24017154	1
42547210	50396154	4
14468031	9557261	1
3410832	25853893	1
13794609	50325304	1
51565162	23918151	1
17203457	44338048	1
15915945	34666453	1
37774969	37116319	1
26384092	13712718	3
18116337	48811338	8
2938719	34165884	1
38177140	39688887	1
14021096	8830438	7
19521885	13407079	5
17977947	32958442	1
35534987	8379715	1
17222300	8042154	1
1791959	26587299	2
14559163	14966817	3
28644302	13724093	3
4304402	25481013	1
5791209	6253208	1
12655281	20871954	1
4161431	19936635	1
26136393	38674985	2
38620500	14476281	1
36841898	9417800	1
10099355	49802712	6
51339126	9557261	4
6835359	26321118	3
42996937	17973874	1
25632025	30198941	1
31990531	31641127	2
24062002	47168118	2
9155250	49213970	1
40940415	7969033	8
46711856	39731356	3
37594533	17105782	1
23590578	46986275	4
21060565	22534763	1
6617612	33164074	1
15500196	12442730	1
27096605	9901326	2
11646672	44157686	2
20745344	50318951	1
41342298	7553648	1
7047261	26985784	1
9756125	8014871	5
27305634	44345032	2
14866636	2978731	1
37607456	49827539	6
5641040	51509353	5
51009352	17461947	2
20286757	22807793	1
13136630	11679120	7
48509158	36503773	2
48209144	10152707	1
22371030	19145610	1
9204518	29884479	1
20073700	30029478	1
46174115	10838597	2
2581730	38637516	7
13262820	1791959	1
9516648	44749603	1
20345322	28144780	1
4273266	37357795	7
1809036	24742257	1
6479596	44688299	2
48209144	12387727	2
10818383	413567	4
4649772	12749022	4
20915160	19122405	5
31259881	3295297	1
22807793	23409125	5
29956955	47990995	2
9252658	34646023	1
2512795	49086044	1
8481075	30045313	1
34182856	8959250	1
1964069	37622965	1
17169856	34646023	1
30973692	40687804	2
30109452	33094955	1
44972071	32848718	1
961156	20395601	2
13196358	36331890	1
37116319	30034986	1
38019649	21558751	1
38231440	32173982	2
13004190	22443057	1
45270167	39603103	1
16939996	49826123	1
33072551	29404072	2
41041437	2282822	1
5641040	30011598	1
19648926	28838430	1
31555571	34184386	8
35023661	4952635	2
38238592	23122383	1
15641660	22340696	1
14773927	24840418	1
1752142	21558751	1
21817313	46563622	1
31859639	14941681	1
14966817	14696334	1
17105782	44496712	2
11110297	30084098	1
25588388	14218420	1
50898669	38025760	1
5641040	1800064	1
8758404	10468469	1
44157686	11646672	2
2747674	38408720	1
42293150	22371030	2
24933155	33440320	5
48682274	28048989	1
48811338	37298966	1
5437202	45507273	1
25609653	27390913	1
6835359	26041806	19
41557435	49630926	1
48682274	5437202	6
30512134	1354337	1
43912302	11816566	1
26274186	10358864	1
42029743	20298950	1
3110758	38692927	1
19179478	44277011	1
34148356	21218086	3
25443214	16512755	1
30128063	26615337	1
4587269	18473715	1
45656286	34659942	2
30973692	37857703	1
6050550	7545493	1
44147876	14843705	1
13765732	2397852	1
27784086	17187372	2
33326481	42103349	3
10251042	29003178	1
31889688	26455901	4
47288421	32762861	4
28274270	27399874	1
11151700	15698572	1
51330433	21243796	2
4886195	33442287	1
30993193	41798961	1
17614638	18507234	1
44004119	14940897	1
1806476	43230235	1
8329513	42294312	3
33488423	26887900	1
50724152	8098780	1
9557261	24048708	1
33072551	2547729	1
45978433	11283735	3
19776056	43328035	1
8707163	38390427	5
51240379	18838548	1
33114292	15971006	5
32831686	15851466	1
27980307	19178325	3
21864012	41041437	1
37675890	24254378	1
14696334	38196634	5
21039056	44463583	2
38967719	40687804	4
47282207	635599	5
19179478	42315882	2
7962624	5899231	1
24697037	7037694	1
20302174	47041330	1
47195665	6076734	1
5930607	4703477	1
49804602	17177285	2
23590578	23666483	1
26907017	41571004	8
13522886	3734265	5
43907824	47140790	1
2543951	9421974	1
14966817	43036827	4
24062002	35461633	11
37607456	26394832	1
3588712	32762861	7
2340327	22929174	1
33108070	1406741	1
44218697	16625972	1
7965926	19664225	1
48084433	17350665	1
49528691	48682274	1
2791361	49023491	1
49471325	47583753	1
4914648	37338039	1
203899	29211362	3
13804210	19311742	1
25675856	51314451	4
50817848	21323143	7
6897220	38231440	1
25483199	38398826	1
19041665	16115052	1
29003178	16065243	1
9008947	9716693	1
14504221	20727742	4
12093333	40994916	5
18282080	17171489	2
37989012	1791959	2
7847672	25483199	3
20727742	41842859	3
14772367	37032621	1
3474352	9044862	1
24809956	32247691	1
41023724	6405972	1
12789730	34894627	1
23289778	2812766	1
39453639	51082991	1
23895379	3737639	3
43731441	6897220	1
33072551	34330725	3
7739487	46324349	1
480781	33488423	4
47680999	9809621	2
10355435	29325235	1
32588216	26907017	1
37675890	48818332	1
8324432	5641040	8
29359255	10050118	4
2391744	43230235	1
43230235	1800511	1
19068275	13299312	10
42187315	22452263	1
35393026	3665825	3
4615099	24592949	1
2174139	7847672	8
40430459	34283841	2
12832681	49827539	1
42611150	25225350	1
33136678	41678860	1
41264516	48131432	1
19218995	11110325	1
49741993	23916877	1
8014871	43848437	1
40490798	49917961	3
18536928	18740686	2
17938284	14627814	1
28301252	18663375	1
23122383	19043203	1
42124777	41181839	1
2953060	44755377	1
35357542	41568549	1
11196078	46373599	1
31955763	48682274	3
8042154	37339186	1
51565162	1718322	1
38231440	43204348	1
48344844	49800014	1
18822228	32686886	2
29732082	5295757	2
1763095	17977947	2
17452215	38676668	3
33584509	8740070	1
36856867	37138229	1
18853078	36290654	2
21881074	46539562	1
10888075	15584369	5
8740070	33584509	1
7594511	13837462	1
17044925	13112915	1
50499513	24105329	1
8758404	19087894	7
37490846	7739487	1
33829142	36135078	1
16325236	48771185	1
4690012	2491278	1
50970791	13041415	1
13860197	7996070	1
3645922	30819069	3
34331431	28468378	2
31101692	8453882	1
25990201	39363977	1
37125766	19274616	2
13056257	27154643	1
22515150	47249469	1
6890926	19368942	1
915064	14893743	1
35435225	42452854	2
49086044	9038887	1
12206522	28327915	5
23965055	16040836	1
23836639	46751365	2
22414470	42562048	3
18124705	39446613	1
42014089	23122383	2
8098780	50724152	1
19129800	35005352	6
31107459	28048989	4
15438920	33440320	1
5809897	11516994	1
21908506	9783713	1
31926637	32530377	1
24203295	18616822	1
42284409	47514916	1
23895091	8955874	1
15209387	38766647	1
38400687	25483199	1
42294312	35994086	1
33488423	34688921	3
36241127	33538769	2
23095459	32322251	1
18693427	43669428	3
51565162	1409043	1
23060474	33440320	2
11540602	26292525	1
48918435	2003322	1
7965926	32421983	1
28937724	12442730	1
46224246	8867573	2
45138878	51565162	1
8379715	34235948	1
18133422	43218924	2
15980698	17614638	1
27125390	12328295	2
28707323	16133671	1
50659913	35358393	1
34451097	7969033	5
23387922	35199104	1
48084433	37015120	1
21908506	24809956	3
15405165	42452854	1
1618441	41242951	1
41571458	1404557	2
35199104	23387922	1
1791959	13004190	1
27961179	8867573	1
38256005	22977241	1
3688327	13568798	1
20378085	43223632	4
4039554	1425895	2
25921321	32853064	1
51575744	26690236	3
9785904	12386472	1
51339126	8747628	1
17159213	21558751	23
38381859	9246190	1
26887900	33488423	1
49736492	5021107	2
45982926	8959250	2
11961286	51379989	1
17614638	33367317	1
10254546	33488423	4
35054239	4024836	1
41404379	13840727	1
7854486	11516994	7
33858785	45889597	1
34793670	27770968	3
32159707	1529320	4
37282017	37116319	1
21386410	46647431	1
29965473	3743770	1
48939483	28604012	1
34212481	41256366	1
37599830	23289778	1
36717946	33319155	4
11840652	10843591	1
39059060	35136408	1
14154841	40046964	22
6647301	45534835	1
47746258	37781160	1
15405165	87304	1
42085507	26324104	1
2512795	35014014	1
3449323	26175961	1
969535	26287660	1
44489678	13048179	2
42232963	3562239	1
42461035	41350150	1
41041437	12409125	1
45270167	34060840	1
33816978	39666356	1
6253208	5377048	3
7624451	18857164	4
21131733	21558751	7
25114796	36399344	1
18102525	25120013	1
46679598	40188297	1
24361889	38967719	1
880295	8009763	1
1364051	1487246	1
3685910	28790787	4
22371030	10442956	7
35665306	12774287	1
1330306	46254538	1
32679137	20047023	2
39540817	12049787	1
24361889	40687804	1
24697037	4118276	2
21880294	26241310	1
17977947	34164256	2
9557261	12734636	1
46544991	11275762	1
7144300	14352459	2
25897693	9570591	1
45754298	15140816	1
25607061	15015729	2
35827574	25443214	1
35201741	41201274	8
26047279	28181413	3
26579391	39586412	1
28007960	41476341	1
6899314	31926637	1
47825786	8581347	1
31965547	43095785	4
14966817	1573974	4
48377881	36438329	7
27477907	43432776	1
18642203	33869280	1
35603451	50472272	1
11131349	3039442	1
4722657	37751249	1
38967719	9809621	11
17607857	13860197	3
40134581	49665069	1
45386161	21265394	1
28706034	48712832	6
46982903	23568907	3
26571391	47257346	1
21178329	22840799	2
24662956	7553648	1
22905053	35096609	1
16468670	31040298	1
24275562	44972071	11
41404379	4282798	4
3474352	33209750	1
35054239	37319218	1
5358204	15402964	1
26292525	4696251	1
28048989	17465457	3
9238564	47164458	1
34046326	4024836	2
3474352	16039370	1
16998791	49910917	1
50814923	27125390	1
10888075	24038481	1
8014871	936777	2
15219462	1407326	2
40984264	22807793	1
26411936	43743897	1
35603451	48677941	2
16465088	32103857	1
21817313	46529856	1
25812127	32035256	1
51339126	7553648	1
43275958	48575466	1
31259881	6894524	3
6650642	17003148	1
29402331	50496063	1
7854486	28472873	1
10459666	4770410	1
15094074	19278616	1
21204089	5437202	2
41058273	13020740	1
32527361	39111965	2
31859639	47225863	1
961156	18453728	1
28048989	27628694	1
1879092	28790787	1
11151700	17272520	1
50492559	48843624	1
18838548	20727742	1
3794595	37980632	1
42790136	20500223	1
3410832	41587027	1
9583144	31675876	1
31643744	49086044	1
16459690	28838430	2
44972071	22452718	1
12169030	7414049	3
35437337	23965055	1
32691599	1466748	1
40824306	27374049	1
36402020	31955763	1
25735692	28678132	1
51111391	19986397	1
14627814	8969471	3
51303176	30216700	1
17874367	13957095	1
24801248	15858351	4
28316295	15971006	1
24606429	17187372	4
17672473	27810395	2
50911403	22122362	1
36712921	29211362	1
9111867	35321960	1
21864012	26854231	1
22774516	9246371	1
2996909	41346174	1
41136578	32986714	13
8924600	1064006	1
21009435	1954605	1
1266803	34165884	1
2930682	1947872	1
42579686	13469816	1
21058158	15856002	1
4373282	3599417	1
11801949	25517369	2
33072551	45753621	1
22422173	5010674	1
5554415	4649772	2
29300835	43170327	1
48407701	26907065	1
47087538	2744727	1
2581730	22757535	1
27684490	8758404	7
21558751	47519931	1
5010167	27689072	1
7553648	2282822	1
19087894	37640037	7
5641040	1800511	1
33072551	39331732	1
34452634	39909161	5
12240104	626828	1
1791959	2547729	1
46373599	11196078	1
49023491	38486381	1
34137051	32322251	1
27154643	3292432	1
28790787	34088717	1
41041437	34981419	3
19002000	33916285	1
28472873	11516994	3
21770886	43230235	1
32046459	28622814	1
27770984	49391538	1
48843624	25483199	6
23254357	19311742	2
26292898	46539562	1
43402286	30001006	1
4263795	5881737	3
9056610	1274679	1
3180001	24041967	7
28378785	45183111	1
17269751	15930744	1
13658309	36468832	1
34855476	9810978	2
1050950	4587269	1
22934240	8749342	2
38400402	25483199	1
33749268	2156284	1
39688863	12587609	1
20016420	29132348	5
27790520	29660054	1
8242180	3022404	1
42461035	33584509	1
39018697	6476336	1
19664892	7553648	1
19228087	4678507	5
50246434	598018	2
7962624	43453305	3
14776072	42452922	1
20409640	13840002	1
36990912	3410832	1
10992597	20727742	2
14772367	7553648	3
8329513	8457430	1
51144003	19001380	1
48904501	10604567	1
15003891	29405947	1
33009237	45323422	4
19913008	47871913	1
2581730	6510130	1
27403179	42987699	2
2270188	50472580	3
28509381	31213045	1
22779723	25898428	1
48511811	5010791	1
49086044	49958409	1
41988714	32762861	4
48375775	9069541	1
47157352	21406779	2
49023491	22757881	1
11516994	11652916	1
45089776	32986714	12
43230235	7758262	1
24809956	21881074	4
27614608	13794551	3
22660016	4605716	1
22214336	23095459	1
7969033	7774184	1
11603606	25735692	1
14941681	28162725	1
30135751	42124777	1
19129800	42174822	1
16115052	46946810	1
30251797	18939563	1
45871055	14940228	1
3474352	18191625	1
36030110	51296999	2
30160186	35283296	1
43315306	44911411	1
2469668	46439833	1
30891085	41568549	1
33850754	13712718	1
22464471	5747748	1
7650429	25307973	1
38486381	49023491	1
5292666	7504402	3
29296203	13530630	1
17424076	45447987	1
6279724	48503842	1
5821471	10969879	1
13241595	42461035	2
2767070	7918928	1
13112915	22783942	1
28468378	9008947	9
8645676	13128759	1
31424140	42657526	1
36290649	46360827	1
3687606	30084098	1
30084098	31872208	1
9067143	27898420	2
13658309	30499797	1
34452438	49910917	1
14966817	31485172	1
24233775	12892815	4
15684806	1407326	1
7969033	30801311	1
44477607	51082991	1
50664724	46539562	1
47814375	12100688	1
29969375	12387727	4
42246887	2744727	4
48811338	6655596	1
21881074	35981464	2
43170327	5768561	1
12387727	48209144	2
4552922	20110476	1
47347399	17835781	1
12468804	36692540	1
45138878	35005352	16
4081205	4587269	1
49057623	46289743	2
36617363	45717029	1
43230235	2012642	2
21657199	22422173	1
23890225	8646925	1
13658309	2744727	1
51286000	3751170	3
6476336	45138878	1
8740070	20851405	2
18026827	20187112	1
24947799	8895656	1
40895831	9797792	1
35461633	47073500	1
39540817	26638158	1
16580254	1947872	5
51494054	15915945	1
28838430	11466097	1
10078112	10087844	4
45110523	22371030	2
45384564	43230235	5
40771974	20742911	6
40824306	28472873	3
7553648	37757290	3
35827574	14161668	3
12512378	15405165	2
50333492	28018472	1
33800547	20801535	2
16707487	38231440	1
33850754	5873159	1
8481075	49392087	1
28421627	6650642	1
39503295	25443214	5
27020096	1425892	2
41883317	14696334	1
4263288	1718167	3
43230235	35321960	1
14724448	42452854	1
41678860	29493899	1
13650011	7690011	2
46439833	41729920	1
17105782	4587269	14
4552922	50340442	1
49741993	18769000	2
29359255	38024054	5
26506472	47858434	2
13006876	41243762	1
11785243	41289241	1
4243737	39159975	1
24220329	8395578	1
44543756	24441118	1
16316739	46563622	1
28790787	11471282	1
20354105	8326004	1
7553648	25898428	1
47164458	37583750	1
7690011	48931652	1
10975147	25794676	1
49917961	3693641	1
38231440	1600218	3
31555571	41798961	2
7969033	30092081	9
5084354	14893743	5
37583750	12456857	1
35358393	4081205	1
1062656	8924600	1
34981419	14196617	1
33442624	26907017	1
38344016	16147818	10
50915622	40178809	1
50839549	48609571	3
43414873	41821985	1
25076235	51037610	1
9071613	35491638	2
2901	5405065	1
14772367	2598228	1
28509281	29202890	1
30823371	15217753	3
17501115	4508960	2
34659942	12387727	1
12622051	39365930	1
38390427	28562517	1
13128798	40369642	1
33538769	5857219	4
2197845	49739894	1
27403179	26985784	3
9048776	30821579	1
38362368	14884926	6
1618060	27182684	1
30006657	1623274	1
15971006	20745344	1
47378442	7739487	4
21737493	49833324	1
19043203	23122383	1
21544275	8093571	1
15330338	7097612	1
32762861	27810395	68
1715319	5790895	3
38967719	35321960	1
39877495	28468378	2
37282017	12401783	1
34428502	43760300	1
1010450	43383961	4
26587299	23694506	1
42031685	5396209	1
26206522	2938719	1
9712040	40760813	1
16418453	26506472	2
41476341	4582660	1
22452718	26324104	1
27490493	6408313	1
16445104	34861779	1
42426239	21405397	1
936777	32958442	7
43912302	16633910	2
35265681	25378586	1
19779690	3851374	1
39059060	28100214	2
33621688	45723113	1
30247263	26410665	1
1879018	19833326	1
33764775	16020022	1
12206522	2968938	1
26985784	49120002	1
26764179	6788308	1
42646520	38920051	1
28371010	16467484	1
2978731	35916956	1
14830375	29686060	1
2225785	22630040	1
45420967	9049111	1
10377372	46251330	1
16999306	17971548	1
27341417	10631401	1
22774516	7734879	1
24518777	13246097	1
37907642	48403258	1
33800547	9039570	1
49741993	47063628	2
656772	24968129	1
28790787	50203556	1
26907017	41903598	3
33869280	37078617	1
11853005	37751247	1
23976033	823759	2
45380624	35461633	1
27154643	36514594	1
22298161	24251320	1
6936310	37583750	2
11215614	5324682	1
24456005	9016394	1
17317841	6480333	1
8660969	12328295	2
30803403	5206860	1
4950736	8312951	14
49112282	17492160	1
39159961	2491278	1
39184254	45057745	1
22685997	4081205	1
23836639	23611876	1
1987985	43170266	1
6732714	16441789	4
23129902	36482157	2
32966007	1176303	1
10291689	33788660	1
17461947	703619	1
1527413	4024836	2
23806422	29386498	2
28145115	11662779	2
11196078	23480274	1
38429063	9410549	2
1368738	50001380	1
13536397	33642640	1
7125539	22076760	1
48843624	38400225	1
26002540	38311718	1
34452634	49057623	5
38307169	19218995	3
13982966	37080549	1
40891565	20742911	1
28707323	21819968	1
38877088	13704505	1
15282793	2968938	1
41041437	11535858	1
2986008	34855476	3
17187372	2357426	3
2260066	8969471	1
28074444	44565654	1
30430056	24005100	2
20194669	39746881	1
22076760	21022844	4
18733473	5927442	1
48696534	30819069	1
4243737	14941681	1
30499797	34714348	1
44015689	35080632	1
12093616	20745344	3
19664225	12545595	4
28790787	6480486	1
37665885	32019028	1
30254803	39824113	1
26504667	38022562	1
33277983	49384891	1
26060235	26587299	1
8627866	29226350	6
17105782	11487870	1
13563946	38022562	1
33662443	19087894	1
37320698	47413404	4
22371030	22243540	2
16147818	33112881	3
20268039	16460091	1
28740910	45736350	1
45138878	4847412	1
4122379	13927754	1
43328035	29882767	1
48587549	37515435	1
3539827	32527361	1
15106180	17461947	2
31955763	11487785	1
34502740	11174965	1
11547255	35199104	2
42878652	45323422	3
6216048	42562048	1
34011206	3930469	1
28829457	14779880	1
37794927	41312510	1
34659942	51009352	6
18128212	45978433	2
40538329	20536455	4
47027953	51330433	1
6076734	8106967	2
39988957	12968230	3
32774586	33800547	1
50095067	42654418	2
20742911	7690929	1
20915824	17901713	2
20935558	44218697	4
33892282	34769212	1
32966855	50822833	1
49421550	25668492	1
40887408	4649772	4
8268010	2580732	1
38997102	14941681	1
44509491	36177630	1
51114439	28603911	2
21935673	1191122	5
19479908	39365930	2
20793909	36856867	1
38399770	6935096	1
21962932	32309344	1
2974467	4357757	1
30109452	31181459	3
31632585	50915622	2
25421848	29989691	1
34981419	4877510	1
31035642	7969033	1
936777	10078112	4
33575570	43662050	2
51507663	1802147	1
21281241	7565379	1
45446379	28472873	2
31018512	49023491	3
36241705	1425892	3
2469775	36071686	1
44229438	31675876	3
15616607	32103857	3
18124705	26335759	2
27965621	44556328	1
1191409	35221942	1
33108070	13765732	5
1436330	6194746	2
12126219	42210417	1
39909161	36429343	1
47583753	39048977	2
19947816	48616122	1
36536702	28468378	4
40763470	20464308	1
7650429	34415027	5
43520322	2469775	1
5926368	44257785	4
21204089	39548131	2
3200642	9051735	1
6668732	47168118	4
1354469	1216282	1
14524215	3292432	1
24874482	19195734	1
20858955	9040151	1
2701641	17461947	1
5377048	20527933	2
33827967	28908315	4
6039542	21705867	1
48191399	20147594	1
35080841	42210873	1
50373155	7433818	1
27300204	47259127	1
25990201	37990485	1
23505803	1368738	1
41411499	31817395	1
8564537	32897520	1
50817848	42145123	1
15893002	33827967	1
1176303	5853059	1
19984154	2502862	1
28911810	42625453	1
41382299	1053906	1
28908315	21222585	1
7442029	3019514	1
49910917	49086044	1
51294462	1808161	1
32762861	35665306	1
7965926	14348315	1
20753337	36073548	1
1436330	2397852	1
22443057	7854486	1
45270167	45515517	2
16259086	6318608	1
43247144	8237590	1
15405165	20147594	2
38501119	45270167	1
31965547	30773422	10
29881622	40945893	1
24040270	28937322	1
25190963	5873159	1
37776004	13299312	1
17901713	6765518	2
38305723	27639999	4
46333093	38454468	2
17493782	40995280	1
16237006	8237590	1
22845046	27403179	1
8042154	31029232	1
45270167	30192704	3
40687804	2048777	1
15193316	13364635	1
22157859	39757127	1
26721252	16998791	1
11487785	19517070	1
21908506	25898428	39
2469775	43077229	1
25716732	9964636	1
1738981	2215670	2
49957449	31956290	1
25609653	13675268	2
8634446	18387304	1
46430616	42294312	7
34793681	49023491	1
28725631	25307973	1
31519216	17901713	1
1064006	43367905	1
22371030	43275958	4
789044	24663454	1
7484308	45163186	1
5932571	17428467	2
9409066	48843624	1
20915824	11853005	1
17549052	7969033	2
42012841	51136513	1
2174139	46263747	1
51009352	1095188	1
40771974	37079901	2
15270694	37320698	2
9728129	45384564	1
21127960	51507663	1
43138199	43230235	9
9484585	26907017	1
16728302	2433201	1
20518284	30249658	2
9785904	28152305	2
17638739	20875843	1
48387048	29345127	2
759402	22727479	1
48084433	13112915	1
24855824	14772367	1
32596088	13469816	1
42530077	49904430	1
11673208	24840418	1
18191625	15971006	3
51144003	50071649	2
25270235	42233430	1
40203107	11149097	1
41834870	28190635	2
6124208	5542836	1
25712839	19926991	1
15971006	33766499	3
12328295	49904430	1
12100688	37926710	1
26907017	32414126	1
19980111	42016773	1
5641040	2660017	2
42552060	23123204	20
48843624	43230235	2
17279940	49882892	1
42281205	29050668	1
14154841	10882162	3
25763292	33440320	1
33827967	36597913	1
17978625	32376269	1
12392841	7962624	2
4640420	21039056	1
26301827	36024672	1
969535	10843593	1
1947872	16580254	5
17078515	7847672	2
51009352	44376469	1
43055192	18070492	1
14776072	9067143	1
24245763	23965055	1
46497240	34898459	2
27631012	29204969	1
19122405	33642640	4
47168118	46670109	2
37357795	10628559	1
24604477	21544275	1
3474352	21712260	1
14154841	13469816	3
27855380	14600871	1
5809897	45717029	1
3379967	33538769	1
50396154	38575771	1
17187372	44251546	3
6124208	7444274	12
17001211	33826261	4
4649772	36748373	1
40400787	39838345	3
15902932	20889594	1
9728129	30973692	1
19984154	24826693	3
23942977	16115052	2
25781368	21558803	1
24586839	22807793	2
1051796	2747674	1
11801949	21342311	2
45795168	45978433	1
9836925	4622579	9
7847672	3203708	1
26907017	24809956	3
19793938	15616607	1
32991209	42233430	1
9026626	23752112	1
31484037	17687800	1
22415084	10152707	3
21874755	21737493	1
43230235	29643499	1
3099406	39758190	1
13462795	25910266	1
341008	44565654	1
7939396	21530899	1
46042752	6647302	1
41891244	26673477	2
12979208	27656927	1
3410832	42611150	4
15140816	16930419	2
5548420	3903900	3
33759283	20147594	1
8745592	7854486	3
5641040	21558803	26
3099407	36073548	1
46333093	34227918	1
37320698	31035488	1
17879302	35283296	1
44716739	46174115	1
30973692	9728129	1
37675890	13728492	1
38967719	33800547	5
21880294	31965547	11
21009435	50203556	1
32309344	31128412	1
6835359	27965621	1
28682053	20526093	5
21705867	46986275	1
779669	16020022	2
37358589	15438920	1
18124705	36044509	4
20046264	18822228	5
8707163	49804602	2
50593011	22061768	1
49057623	39909161	2
42530077	28808272	1
42618781	23590578	1
40349110	49391538	1
6890926	6704817	1
41242951	7921298	12
35005352	20507823	13
2517477	16459690	1
37640037	31561244	1
16133671	18840015	1
9538841	15306780	1
7504402	9657725	3
32762861	12169030	7
27305634	41242951	1
8541554	3258601	2
8786177	8959250	2
28974609	1803720	1
42103349	18836939	5
14339231	51357795	2
14348315	46832877	3
4703477	1841064	1
18740686	20844796	1
20742911	29202890	2
16418447	22131934	3
12587606	36043628	1
25481013	4304402	1
29569366	23054718	1
46684376	3154060	1
43367905	1062656	1
33596932	45515517	1
21368496	15930744	4
6568046	20025657	4
3562239	4789297	1
797476	20290071	1
27519875	3975446	1
22122362	18113215	2
44174709	1407326	14
37567108	9051468	1
27154643	25898428	1
27125390	21039056	1
16938545	21737493	7
42562048	34160633	6
18836939	21514543	1
48084433	30819069	11
27795252	41360433	1
37907642	598018	1
3987728	21636963	2
25064143	4147127	1
18939563	11146971	1
31259881	1907197	1
31449784	21066460	1
34777943	37320698	2
14966817	39420835	1
29211362	203899	3
25638138	17105782	1
176533	20935368	3
5242534	39988957	1
41041437	20751850	1
41023724	20073700	1
3534598	10373762	1
16765897	16512755	1
39948294	30192704	1
24405456	2953534	1
25378586	9654078	3
40986089	41554103	2
46749957	22123627	1
24660626	6111285	3
5437202	25079201	1
1425892	18157804	3
14569286	21918779	1
34919392	7553648	2
30093176	20980083	1
45168202	32159707	5
51085575	7847213	29
23467890	47978856	1
25225350	38502358	4
27403179	22414470	1
32762940	27810395	1
20727742	44476612	2
39909236	15621786	1
27237804	28472873	3
32879140	7847672	1
45978433	2328100	5
33072551	18184243	1
31675876	17460230	1
51526274	12206522	3
22660016	19001380	1
4930009	28508921	1
38362368	37208406	3
12346497	43230235	1
986514	37116319	4
18733473	47401511	1
20020136	41342298	1
8646924	7969033	2
25898428	45057745	7
1412403	33445056	1
39595474	32141806	1
39159961	18857164	5
39503295	7553648	3
6208912	40765068	1
22107124	2946495	1
14099874	15174543	3
39517398	7476019	1
13628661	18857164	1
6194746	33108070	1
38620500	7854486	1
5819397	29942768	1
6765415	176533	1
32762861	28189489	1
15834648	7680342	1
38406273	25483199	1
1897714	35461633	1
