to	from	weight
9514372	27506359	1
38410013	2747674	1
9871135	33827967	1
16197099	22415084	1
34108223	47890364	1
46979735	8541554	1
12093616	28316295	1
35386223	19122405	8
48559137	20180472	1
28790787	45975246	9
2403030	13712718	2
22977241	26622891	1
27070385	19706491	2
2792666	21558751	1
10368247	31817395	1
8768669	41829015	1
16090786	3185676	1
22130966	16660939	1
4601789	2512795	2
18184240	27273064	2
47160930	5319057	1
28829165	23351445	1
20286032	22807793	1
34899757	19729073	2
5377048	25716732	1
14750093	33072551	3
44255666	14873753	4
32511540	3646301	1
41631203	24774807	1
17681436	25402623	5
29501066	34855476	1
36270419	5483770	5
49709315	33166374	1
22783686	21908506	2
46670109	6668732	1
6647301	42106463	1
41771446	33072551	2
43202256	40538329	1
35320995	37736856	1
25716732	4622579	1
14154841	47955889	4
35982892	22685012	1
49917961	29202890	1
38967719	2996909	1
2240951	6087230	2
30257523	38140564	1
3794595	2938719	6
42232963	3769293	1
21880294	31130137	1
32853064	35321203	22
35461633	6371474	8
2496129	29475516	1
27965621	30289356	1
34060840	20727742	1
31675876	13738310	1
5810178	13469816	3
28723072	31671288	1
31956290	49957449	1
31914867	43262943	5
14740514	32762861	2
15759747	18836939	3
10843591	27201749	2
48066140	19122405	1
25568272	30821579	1
48387048	32696383	1
42547210	47871913	4
43841443	44972071	1
24151373	4615099	1
2953534	45975246	1
17159213	30251797	1
34331431	39988957	2
20187112	38305723	1
20759050	44174709	1
18740686	51507672	1
10604567	31011559	1
20793909	51339126	4
43581697	8014871	2
15971006	34164256	3
6251603	42146511	2
24795053	17579919	2
20854902	37299367	1
33208381	14966817	1
20287522	22496649	1
25359548	19546260	2
51577211	51566956	3
3410832	8646924	1
11488784	32762861	2
20006179	34993620	1
32831686	7739487	8
50409579	31817395	7
48209144	35395756	1
3629099	14061698	1
1149569	51499432	8
8867573	35199104	3
8758659	6788652	3
42519147	15836872	1
77442	31130137	1
17461947	4583163	2
21427385	21558751	1
18939563	31488999	1
28588562	34769212	1
29643499	36024672	1
14627018	34137051	2
15219091	34283883	1
31990531	7107233	4
2433201	18857164	1
7965926	21134465	6
51577211	36003751	1
24861203	19702991	1
49665069	4099723	7
48084433	18881131	1
17578693	3275107	2
28472873	42271303	1
8826508	14776072	3
45577199	51039109	2
14966817	24644811	1
1791959	45275332	5
29731214	47154115	5
28062025	30426846	1
8758650	15759647	1
41010788	979453	4
31259881	44496712	2
10036948	29539816	3
13658309	48084433	1
45896829	16226972	2
31955594	16751640	2
33816978	42452854	1
31692725	17044925	1
20272445	22807793	1
5206206	4081205	3
7097612	7690011	1
39586412	36135078	1
19452145	35461633	6
12598487	3192542	2
8203083	35100944	3
36117237	38318370	1
1023857	18939563	10
36723223	4649772	2
21113998	40687804	1
9657725	39548131	1
13981789	20096149	1
36597812	44682975	1
18892175	11497323	1
14154841	18128212	1
29554129	36030110	2
10121684	6111285	2
10078112	20801535	8
8379715	25995175	1
45836456	24809956	1
156976	29715407	1
28790787	31887060	2
18473715	13112915	5
2547729	38271576	1
23965055	8740070	1
30149404	43230235	1
35671022	30891085	1
38362368	19001380	1
15590624	29211362	2
12979208	4525418	1
32173982	38231440	2
14348315	37744672	1
15688395	29211362	5
17492160	22131934	1
1274679	17372070	1
17740862	10908380	1
45481722	15698572	1
28100213	41821985	6
6369128	24809956	1
32557891	25225350	1
43102278	7442029	1
19122405	12100688	1
37776004	45138878	1
33661795	19087894	1
41524655	21009435	1
42461035	12386775	1
38019649	3597746	1
44222365	46542572	1
3752155	46986275	1
16998791	31221194	9
16197099	32635209	1
39331732	4587269	2
17078515	7476019	2
48377881	31871124	1
488782	21085585	1
39548131	48682274	2
9033910	48287955	1
15082299	480781	1
11196078	33012950	1
23273658	35665306	1
15571951	24681715	1
27597294	1419060	1
29376412	20384485	1
598018	28469491	1
2398006	32762861	6
21558751	34855476	95
12223273	35954977	1
38318370	7969033	25
13110830	24782716	8
23465562	4196988	4
1879018	38967719	1
50218430	7145611	1
31259881	3212044	1
15971006	9043131	1
16960732	3438618	1
10539742	45183111	1
18116337	50502462	4
13948530	27623022	1
40801457	31675876	3
6390761	8740070	10
23836639	2469668	1
3836364	12642689	2
51374704	41678860	1
2968938	27530617	5
875678	49879439	1
13522886	1129486	3
31965547	28906479	1
20016420	39938087	1
33094955	30084098	1
41342038	5641040	1
24697037	46214428	3
31955763	5437202	2
34160633	21204089	3
12100688	46602081	21
26567449	19129800	2
20930327	47027953	1
20096149	6065082	1
45330876	29345127	2
42625453	28911810	1
2328100	18663375	1
27457546	21908506	7
36017843	4373282	1
35949429	43170266	1
32141806	45733084	1
41492139	7854486	1
14486676	40891565	1
32382235	7134753	1
36508935	5819397	1
25609653	35100944	7
31017198	19007672	1
13469816	24283009	6
19521885	9626067	1
34190769	28007960	1
1487705	44509491	1
15867329	42681924	1
1051796	25546605	6
4026214	33456338	1
48377881	32606852	2
38587885	5936649	1
17614638	23546196	1
33538769	22977241	13
23568907	40994916	10
26060235	9810978	1
28838430	16459690	2
2547729	7854486	1
16467484	38024054	3
45978433	7348629	1
39838345	47680979	2
1354337	30512134	1
10442956	26587299	7
11927345	49736492	1
25727202	34757221	1
29050668	1038258	1
21935673	35932370	1
11531195	38620500	2
21197400	43658252	1
35475084	26907017	11
7663064	45330876	1
49162833	17461947	1
25360679	31400609	2
6136225	48503861	1
16316739	28007960	8
14941681	23942977	12
8701176	7965926	1
24005100	48931652	2
13675907	37298966	2
12749022	42633794	2
49248145	31536734	1
41202278	2160845	1
7847213	17709220	1
3474352	9042316	1
17461947	27490493	1
35283296	30160186	1
22552152	13048179	1
2160845	41202278	1
24220329	41203387	1
8969471	12545595	1
41041437	10136288	12
47955889	11995125	1
6835359	16115922	1
30819069	20097629	3
15217753	42072697	2
45062470	30084098	6
12794321	22422173	7
43581697	13840044	1
51330433	7486005	1
1412403	27182684	1
33072551	31181459	14
43230235	38177140	3
36856867	39153720	2
40887408	51273547	4
26587299	13004190	6
42021957	48858326	1
23870591	45993692	1
4263795	34757221	1
31643964	7739487	1
26587299	23700854	1
9129133	8214006	1
21085585	29402329	1
50246434	27258780	2
30891085	33642640	1
2950613	14156512	8
36044509	6732714	5
3259897	40046625	1
32627100	51314451	3
43499954	36806936	1
17373074	6735763	3
28073247	15306780	2
1010450	12100688	6
4755614	4703477	1
8501511	16549686	6
969535	28187182	3
4147127	25064143	1
48503861	5437202	1
18184240	4552922	1
51305342	15217753	1
35665306	32762861	1
34227906	42530077	1
7939396	1368738	1
9557261	8734607	1
35665306	23522193	2
17614638	18939563	54
33072551	40972778	2
26614072	21880294	1
40139160	27305634	1
21558751	25990201	4
17222300	1191122	1
15656013	23122383	1
41010788	21460748	4
33887674	31449784	1
48503861	50936542	1
42452854	8237590	2
22422173	42426239	7
42678854	11828168	7
47814375	36230764	1
26232630	33766499	1
8740070	5610832	1
17461947	23594489	8
875678	9934006	2
9557261	19980111	1
44277011	29363867	1
43581697	37074412	7
49804602	17952058	2
32962498	21558751	2
28724308	22977241	3
7171020	33117407	1
7598474	46790804	10
49701711	13112915	1
15644769	4035789	1
1920558	42233430	1
11958649	37607456	2
36510618	9409066	1
38982793	24178286	1
45932065	42185383	1
9718816	30442762	4
10204755	30162688	1
41289241	12682617	1
50839549	31889688	2
35411041	40046625	2
9071613	48383947	1
42175476	45138878	1
37116319	1803265	1
14422758	49826123	1
10121684	24660626	7
33072551	38271576	3
28301252	38703906	6
44689390	27683036	2
33442624	48966072	3
38383221	49844030	1
19263249	13563946	1
38305723	30773422	1
41653018	18693427	1
12749022	5936649	1
34159653	50408302	1
4703477	4755614	1
21200579	35163026	3
26175961	3449323	1
9038887	49958409	1
5554415	17899264	2
44808920	3178919	1
1825346	43831245	1
16625972	7635344	1
11660346	46679598	1
16960732	38967719	13
44118001	17098936	5
5641040	24660626	2
42664900	18184240	1
5819397	44089545	1
44904659	12100688	1
18857164	30864969	1
4708143	5895280	1
11102712	29981293	1
24178286	38982793	1
26907017	45138878	8
655036	18001065	2
47521580	15980698	1
11945683	13048179	8
8341455	32594078	1
37320698	41202278	4
2621479	28024847	1
7735305	31675876	1
38947813	42067314	1
38661435	20435115	7
7854486	51108091	1
5377048	3987728	2
25380980	42646520	2
41201274	13712718	1
35867234	20020136	1
779196	44972071	2
45284155	22807793	1
38884301	41041437	1
19807160	24660626	1
12442730	37665885	3
12391891	49804602	2
8908387	32357030	1
44041213	31934467	1
3479552	50588735	1
25436682	24097587	1
29182324	45889592	2
8646924	7545493	1
12892815	11927345	1
28472873	37298966	1
51324409	3685910	1
23942977	31632585	1
25064143	44121861	1
13721864	4587269	1
31675876	2968127	1
43905518	21908506	1
51586652	40787662	4
33662443	37640037	1
26907017	15915945	9
6479595	17572956	1
26567449	15979308	2
157852	50588735	1
36431284	41631203	1
24840418	27849560	1
3159874	38676668	3
45940188	51090240	1
32141806	10816493	2
22419579	21960024	3
36033227	31963576	4
26549872	9354604	1
6557623	41568549	1
32755901	10036948	5
45932065	18193745	4
176533	42270335	9
22807793	15986782	1
22131934	17492160	1
43170266	37431542	4
26729505	8768669	1
35513980	28310583	1
13595524	18514735	1
7594511	31066598	4
18404624	44477644	1
14244180	37079901	1
44338047	6194746	1
33407094	15693824	2
936777	28689222	1
17145015	44296826	1
41242951	17001211	1
28016751	6788308	1
20477384	39909176	1
42633347	32778083	1
8237590	15012662	1
38231440	28105102	1
28603911	12392841	1
48682274	45507273	1
15438920	37358589	1
4770410	29050668	1
7584913	10034241	1
40771974	9413607	1
46563622	17247711	1
9067143	2512795	1
28177520	28145115	3
23694506	22371030	1
50502462	11131349	1
1791959	9901296	1
45753621	20757944	1
44689390	5439930	1
43811796	1791959	1
45138878	13299312	15
17901713	23217302	2
22340696	11611866	1
42099723	33440320	1
20303133	49577521	1
14350972	27689072	3
2512795	10550130	1
27684490	33661248	1
35278035	17572114	1
3410832	19148646	2
33488423	9246190	1
13048179	1678143	1
27125390	3275107	2
7690011	14941681	3
38344016	6479595	1
7965926	47087538	1
10631401	23465562	1
1879092	27965621	1
15219515	14772367	1
936777	44229438	2
7690929	16053763	1
33895980	28838430	1
28689222	5819397	1
30499797	42252757	3
35244283	8830438	3
34720217	27614608	6
23351041	15428183	1
2341406	44463583	1
36789409	33621688	1
7553648	14161668	1
19195734	47041330	3
17874367	8817890	1
34855476	42085507	2
8740070	5603490	1
32530375	28205764	1
13658309	42645931	1
49804602	41897041	25
4583163	17461947	2
37078617	50970791	2
21092247	38344016	5
5641040	49869327	1
30799750	7969033	1
48084433	36598168	1
31484037	17709220	1
23965055	28115225	5
4147127	44958261	1
37641058	42759036	1
19224141	5027699	1
37350832	19830731	1
31473782	47257771	1
47248524	20106208	3
5790895	3584327	5
35985668	6568158	1
6253208	44463583	2
1422536	8356001	4
31035488	21368496	1
39548131	21204089	2
3567062	41821985	3
8042154	37340845	1
18044400	7969033	2
22414470	16510044	1
7921298	31986251	1
12100688	36230764	4
9042312	20858955	1
1073098	15015729	1
50942069	45138878	8
27403179	7965926	2
27273064	33072551	2
19465087	48689947	1
17142713	46889353	1
17982977	32968295	1
35265681	2594904	1
34208046	9043132	1
17222300	49391538	1
38035962	2278217	1
40942955	1618441	1
48084433	30162688	1
8395578	6570943	1
6746886	49904430	1
16707487	29211362	1
32496790	43525845	2
45270167	50271527	1
3258601	8541554	2
22360362	27182684	1
51238519	26907017	2
51565162	41181963	1
37909300	26855226	1
50588735	21419538	5
18921468	5021107	14
31692691	19226682	1
11075857	26126603	1
17461947	12442730	10
46430616	11174965	3
5088948	38529012	1
17501115	2174139	1
26241310	28772467	1
27403179	38104363	1
14154841	42187315	1
38231440	1897714	2
22665338	2282822	1
18692874	3401839	3
17577508	5542836	1
3380209	36797540	2
48016263	4371957	6
33788660	26384092	3
22415084	4407735	3
23572346	47330961	1
4649772	6819098	1
16657959	41177151	2
13536223	17952058	2
7134753	32382235	1
47073500	41136578	1
11594245	6147720	1
48384427	27050331	1
18124705	35861256	2
10970270	49428526	1
13794551	27614608	3
18836939	45866178	1
12968230	15212596	1
24801248	26907017	7
32453200	13299312	6
41350150	8740070	1
26985784	18857164	2
48811338	15591687	1
18311464	7965926	1
42552060	45331538	1
12032419	40750316	1
17861922	28903312	1
46675841	6650642	5
12088021	9785904	3
42562048	7047261	1
17629711	5377048	1
20527933	16000469	1
32530377	43432776	1
12774287	35665306	1
31122860	38383221	1
48503842	33448851	1
9716693	39988957	3
8908387	44015941	2
31536734	46355406	1
40525732	16012660	1
44686806	22320070	1
44038086	26907017	1
979453	12392841	2
9657725	26985784	4
31555571	31096188	2
1219217	2260066	1
39752626	26614072	1
31889688	46019942	1
39331732	45753621	3
12892815	15209387	1
43076079	17638739	5
25402623	41721620	2
22464471	35283296	1
28301252	6200388	5
45833557	14423923	1
6899591	29359255	1
35461633	31965149	1
20356823	30611292	3
47583753	2581730	12
1191122	46216378	1
20047023	27623022	1
30109504	27231229	1
21386410	30842442	1
33072551	13262820	1
12624514	49112282	1
27790208	36150187	3
28048989	6369128	1
36696923	17001211	1
19218995	4708143	1
95910	15405165	1
13712718	10291689	1
9417800	36841898	1
980459	1368738	1
12160960	25749302	1
4706670	16999306	1
24774807	41631203	1
37583750	17365724	1
46691810	41404379	1
35977900	32762861	1
22774516	6890926	2
40945893	955381	1
34646023	22214336	1
15031065	27174563	1
5437202	36402020	2
9941396	45270167	1
24606429	9348525	1
6647301	20435115	3
11437613	28187608	1
18523677	21652056	1
4347245	29359255	1
49020558	42562048	1
20230012	22807793	1
18193745	4615099	3
39111965	7969033	2
11594245	28468378	1
35861256	44525350	2
34459087	12991014	2
20801535	26730323	1
8740070	14873753	13
34679309	28030362	1
9056610	14966817	1
9174405	19275612	1
21908506	42688079	1
3159874	4382039	1
41041437	6111285	8
37079901	27948914	3
7416283	203305	3
11488784	27810395	2
9246399	17175279	1
8395578	50588735	2
32774586	17461947	5
30084098	50340442	6
44220371	22980105	1
18692874	9071613	1
35568192	6124211	1
12958256	46531045	2
38390193	4263795	1
17532737	4789297	1
7553648	33800547	17
43991273	28790787	3
35278035	18131360	2
36326093	7485315	2
2543951	28146263	3
4927747	43652652	1
33788660	48964805	1
39704031	36044510	1
47309165	37479635	1
7215578	14941681	2
27084389	29211362	1
28048989	2491278	5
50381251	15930744	2
8154996	45572174	2
42459057	41798961	1
37937639	39048977	1
35603451	25225350	3
14704225	24445381	1
47022550	12885888	1
7513974	29808616	1
31916063	14893743	1
45270167	10107841	2
33440320	2743254	1
3015204	27178856	1
34208046	9049458	1
4117945	48001581	1
15638091	40525745	1
41041437	12057222	5
22371030	10590869	7
47823985	32159707	1
24275562	18939563	1
11851067	3930469	8
41554854	3994091	3
41605117	26907017	2
18435383	30084098	5
49910917	34452438	1
44078337	30109504	2
50348214	48383947	1
1152346	22298163	1
8959250	26912360	2
43658252	45116966	1
24635668	21417708	1
43912302	42878652	1
36617363	1791959	1
10395325	34729982	1
20295775	22807793	1
25668599	38019649	1
42664900	18184243	1
18473715	28903312	1
48811338	21461984	1
33488423	176533	13
35278035	49741993	2
34887476	38940899	1
51273547	8969471	4
25727202	13758669	2
21152128	40203107	1
1964069	199823	1
20804664	37964706	1
45138878	32853064	1
21558751	1191122	1
8740070	19228087	1
35265681	50396154	5
14589606	39664632	1
3567062	39059060	1
31113718	8745592	1
3474352	32064052	1
14696334	16445104	1
1618060	23122383	1
14941681	33434247	3
30799752	7969033	1
39153720	13753295	2
38967719	41342471	1
25668948	33538769	1
20338518	25378586	1
18733473	40969918	3
50850781	9038686	1
24809956	44682975	3
29956955	46379510	2
6220523	20894082	1
4117945	12442730	1
45193232	45572174	1
24809956	14161668	4
23965055	27109969	1
26638702	18857164	1
40538329	10541241	2
7847213	10843591	2
13112915	969535	3
22107124	44900169	1
17492160	41229056	1
17832117	31826353	2
22727479	3743770	1
30000104	49391538	1
40538411	41798961	1
24405456	45975246	3
19546260	51153637	1
34666453	42072697	1
6251603	2543951	1
8803758	28790787	1
31375060	7969033	11
22665338	39807390	1
25461080	6570943	1
11516994	39563642	7
31221195	17153622	1
2491278	26907017	1
31946092	1795539	1
17651248	36519962	1
13725392	36024672	1
30707535	13684250	5
5542836	1795539	2
13725392	18921468	3
47871913	4690012	1
18410258	50974017	1
32344500	45788856	1
21511968	33800547	1
41798961	29764520	2
31946092	1803723	1
38116267	34428502	2
43658252	41771446	1
44200133	32104985	2
36276371	29371909	2
32064052	49086044	1
20478332	8014871	1
25735692	5768740	1
1208451	7603397	1
25443214	50942069	1
3159874	33326481	14
22660016	38362368	5
7921298	36696923	2
8356001	8402755	2
15759311	14600871	1
50496110	11110297	4
43991273	18857164	1
46479094	31259881	2
27158336	31954097	2
8329513	45978433	1
15930744	1176303	2
8541554	46979735	1
25483199	33800547	1
15217753	28790787	2
14893743	1100308	1
9836925	16053763	19
7513974	22079594	3
24697037	17001211	3
8718164	33488423	1
33440320	598018	1
31440059	32936507	2
48110472	11285325	1
3057532	10972511	3
26985784	48682274	10
24758138	39059060	1
10992597	29731214	1
35199104	2469775	4
38539073	13794551	3
13935331	39757127	4
31965149	28208783	3
47148734	10365531	1
2747674	14025835	1
23568907	45323422	2
32103857	11019637	1
4055815	6835359	3
32762861	32762940	1
11060713	46864419	8
44509491	6732714	1
5184126	4429074	1
2523418	12989999	1
22443057	48413359	1
48503842	51078568	1
43658252	22371030	14
19245004	14061699	1
10087844	44968401	3
39509005	4024836	1
26907017	17252593	1
28829165	6149535	1
28627213	3401839	1
23406690	27958002	2
41041437	51286000	9
32968295	50817848	3
42294312	5836381	2
20858955	9051735	1
31675876	45447987	1
41941182	15915945	1
7416923	7995975	2
7739487	37490846	1
43230235	43138199	9
42312977	19931735	1
16998791	41243762	3
9263801	3743770	1
115528	20500223	1
19980111	22433248	3
14178427	26615337	1
30430056	28663263	1
16039370	3474352	1
21990963	4099723	1
45054057	5305102	1
30842442	489478	3
43520322	24627099	13
45065687	19422636	1
4161431	8395578	2
30980087	10857974	1
46372526	17832117	2
48811347	779721	1
45168202	47403136	6
7965926	780643	1
33488423	49086044	1
14966817	42562048	5
14485179	43230235	1
36442772	22774516	5
7185347	28241864	2
27958002	24456005	3
50028606	12587606	1
12100688	2479649	1
42681924	18507234	6
39453639	25225350	1
35665306	28208783	3
35981464	14966817	1
47168118	18131360	1
46333093	47332281	3
1618441	28613401	1
45323422	13684250	8
41141089	13128161	1
1425895	44277343	1
40436258	8845524	4
46896704	43572892	1
3794595	16298611	1
51186447	5542836	3
635599	47282207	5
2469775	37769882	1
48001581	50396154	1
45932205	44509491	1
7969033	46333093	1
23371005	3137473	1
47148734	6194746	1
39669617	13692131	1
4914576	26587299	1
9557261	26041806	1
13469816	33437392	2
17290401	46889353	1
44984729	8646925	1
13299312	20197645	3
7731377	37116319	1
24575966	27341417	3
18277566	27457546	1
35513980	8501509	1
42016773	34861589	1
13462795	50804340	1
20378085	29501066	1
51314451	8237590	1
8924600	1073098	1
37273577	10843591	3
4032105	28468378	14
14485170	25706166	1
2502871	28604012	2
27050716	40430459	1
19239005	35941675	1
30084098	50502462	18
26292898	41605117	1
34208046	9047608	1
20019644	34415027	1
16197099	33827967	1
19664225	40291035	1
30128063	9682998	1
39909161	10888544	1
32103857	37678153	1
18869843	26460079	1
10289203	41518504	1
21657199	12794321	1
33538772	19293262	1
13658309	42246887	1
44384064	39458475	2
1800457	5641040	1
45138878	42174170	1
16316013	20466784	1
31021330	31375060	1
43867070	10230824	1
1404556	28048989	1
48609571	38720785	1
38703906	19503153	4
7553648	5042962	1
3588099	21936580	4
48811347	36438329	5
6124208	24795053	6
4243727	7557812	1
9836925	5084354	16
42414289	41544338	2
9067143	12339722	1
31926637	29037751	1
9797369	14990442	1
14893743	23590578	5
12892815	33488423	3
5967247	48931652	1
8951050	45386161	2
42452854	24809956	2
14966817	48013821	2
35994086	44686806	3
14120893	45235680	1
7965926	24644811	1
35461633	44525675	1
45323422	779669	1
45754931	43309324	1
28644302	26834224	1
37679619	16467484	3
19311742	23254357	2
36438329	1737362	5
46379742	44509491	4
37079901	34714442	1
690950	51509105	1
49133664	13948009	3
8356632	10034241	1
42396644	8660969	1
17105782	18124705	2
49421550	48131432	1
28838430	13488333	1
28177520	11662779	2
38766647	12892815	1
33136678	10289203	1
9039085	32322251	1
42766475	9174405	1
42233430	34477780	3
26615337	45270167	2
7546487	13724093	1
31887060	2744727	2
22195484	18758441	1
2403030	979453	2
33642640	31484037	1
18740686	36784240	1
3665825	960263	3
10247092	31872208	1
28007960	31485172	1
3629099	46355406	1
9557261	45754298	3
8270654	35542363	1
37339193	24287456	1
36051981	38575771	1
6408313	703619	1
21265394	13840002	1
30084098	17746616	1
9941587	25607061	1
48858326	42021957	1
41864666	29130759	1
50472580	25735692	26
27403179	43024133	1
23895379	41141089	1
969535	31130137	1
23852013	8167987	3
15980698	2516356	1
23104634	5206860	1
38196826	26989326	1
14764042	51569182	1
41289241	15074517	1
3474352	45963281	2
3842836	40945893	6
20130196	2901	2
29075252	46379510	3
6631672	22415084	3
49804602	1600218	1
45205488	29211362	1
3410832	41041437	5
11025468	15616607	1
7649896	32762972	1
22524052	7990466	4
32687497	35601791	1
45978433	28301252	1
24275562	25722896	10
47840748	33772499	5
8833495	27955798	1
24782716	46440235	1
28214463	3539827	1
19790005	18857164	1
31181459	30109452	3
33831327	6796252	1
16115052	19041665	1
41918777	6518850	1
50695427	14154841	1
10263199	27978691	1
43972767	9358508	1
37320698	35985668	1
13299312	45138878	15
42562048	25079201	1
41948394	45764804	1
14154841	24283009	3
21558751	43841443	1
18857164	27628694	2
15217753	51494054	4
40134581	4099723	1
48084433	3117686	3
17262232	19980111	1
12238123	34186742	2
2501456	34604711	1
20196856	27916310	2
15402964	5358204	1
6369128	28048989	1
24456005	12124082	1
20954760	4755614	1
9654245	43230235	3
48681624	11169941	1
30430056	23907779	1
11148660	40908398	1
33445056	28090760	1
18665402	27699036	3
4708143	44565654	4
17424076	3129399	1
19178325	4382039	3
42215003	22972871	1
32101215	30980087	5
3117686	13658309	1
43328035	19784669	1
40525671	8167987	1
45163186	12075101	1
41729920	23836639	4
7918928	44347446	1
1589375	42646650	2
5076066	47347399	1
21368496	37320698	1
47959823	29643499	1
4243737	15306780	1
24553894	21386410	1
2743254	41487000	1
37320698	15930784	1
16441789	34861779	3
6765518	11853005	1
15759311	1087127	1
20318747	20527933	1
21577092	48587549	1
21880294	1152346	1
25481013	38019649	1
14801900	48028793	1
30819069	14966817	1
18857164	42016773	6
25225350	38318370	7
20197645	45138878	4
33800547	17977947	5
18740699	24000896	1
26274186	5790895	1
21558751	8231987	15
43432776	32530377	1
25214471	38184867	1
1423176	3258601	2
30799750	17901713	1
21558751	3438622	1
29345127	32696383	3
35048683	32364308	1
28808272	22214336	1
27790208	16065243	2
17461947	43991273	5
9033529	49957287	1
41041437	42067314	1
17871960	24105329	1
3178919	44808920	1
10078112	43669428	1
42162220	35199104	1
28208783	21577092	7
33800547	17177285	1
49878690	5641040	1
21558751	47515080	1
4649772	17899264	4
49696131	15600038	1
25931002	38889827	1
16984616	21258208	1
32687386	44913486	1
3039442	30084098	3
27125390	8660969	7
13020740	24283009	1
37958429	2324021	1
34208046	9043131	1
36717946	20487941	2
2512795	9042440	1
17032126	18133422	3
35981464	46539562	1
44563855	9712040	1
243056	31641127	1
18939563	3369690	2
40783716	36806936	1
31555571	15031063	2
30499797	19521885	11
12391209	17572956	1
17835820	37078617	1
789044	26854231	1
3975446	50817848	2
40687804	8237590	1
11941374	41400702	1
18506715	36856867	1
20147594	28937724	7
19087894	4446675	6
9067143	39540810	1
15445615	27341417	1
43230235	23446878	1
38760275	2253960	5
31675876	17424076	3
8969471	36723223	2
17203457	37320698	6
19068275	32453200	4
47301791	23255279	1
5010674	22422173	1
2744727	20147594	2
39331732	42293150	1
38383398	38940899	1
30819069	8887578	3
29539816	12238123	3
11222556	34026495	1
39548131	25076235	1
26907017	26594464	3
36482157	31944110	3
13935331	18124705	2
14905320	35201741	1
25898428	43849201	1
33092018	33825304	1
49666483	45764804	1
17614638	14776962	1
27738574	15858351	1
17145015	17468718	1
19719196	31375060	1
17228155	50472580	2
46889353	19203316	1
5431000	12498238	1
14884926	22727479	1
41678860	14497496	2
20464308	7107644	3
41605117	26292898	1
36429343	29068603	1
47814375	6194746	1
18193745	37762165	1
39877495	39988957	1
30029478	41242951	3
40891565	5368625	1
30980362	30084098	5
36815453	9616519	1
35423347	2083845	1
30842442	15684806	1
14940897	23123204	1
45270167	8242180	2
1721561	22810440	1
48432086	31990531	1
16728302	27457546	1
12203503	27386589	2
17187372	14192397	1
40908398	22807793	1
14161668	34726588	2
42530077	26571391	1
31633653	14773927	2
12391209	45974013	1
40760813	45204458	3
2512795	34208046	2
28070564	17895994	1
32968295	41631203	1
10247092	30084098	1
36071686	6111285	1
45419950	9048235	1
24627099	8009763	2
28257983	34451097	1
28707323	8458971	1
44477644	46986275	4
23045667	30084098	1
2445119	29360908	1
14772367	28790787	1
10231706	35935350	1
5206206	28007960	3
9035099	14776072	1
34404007	33449014	11
27403179	27006947	5
12392841	5790895	1
18506715	21908506	1
8969471	1947872	1
35413148	11169941	3
36241705	18157804	1
29340035	25443214	1
16549686	45577199	2
10310156	39683982	1
19087894	15971006	1
5641040	43230235	3
5895280	45534826	1
9112774	2581730	1
48858329	2408728	1
7921298	46440235	1
32848718	980459	1
48407689	7476019	1
21880294	14843705	2
5927442	18733473	1
20500223	13020740	3
3693641	1109361	1
29316471	17638739	2
37558141	19729073	1
26232630	34418279	1
24233775	15861643	2
17124286	13469816	1
42179290	8863989	1
4770410	51081475	1
6408313	37665885	3
46224246	35199104	2
27341417	1053906	1
32101215	6210815	4
4081205	35294562	1
38965281	9155250	1
41041437	36411390	4
5206860	17901713	3
23965055	1391173	1
28604012	48939474	1
34855476	30251797	2
23036327	10904074	1
1478446	30198941	6
18234320	5819667	3
14150949	17171489	4
7854486	38620500	1
7504402	48925234	10
42067314	3474352	2
28622814	2704306	2
32141806	44524725	1
45889593	26955544	1
41041437	23387922	4
48407053	39153720	1
32322251	9039085	1
5813278	41256366	1
17498752	39470280	1
33661795	37640037	1
2253960	49131445	1
27810395	17492160	10
22579473	1907197	1
50893745	32419429	1
18193745	19228087	2
1095188	5926274	1
30225958	9657725	2
43170266	51024349	1
48939474	10979727	1
26002540	45138878	5
13112915	21558751	2
25437798	22779723	1
34356270	4649772	1
22109126	14772367	1
43992095	4615099	2
9557261	38184867	4
19428370	26175961	1
21558751	30251797	8
29154843	33684696	1
4536650	18693427	1
40538411	2563631	1
5084354	15212596	2
39114384	11656103	1
33257338	17032126	1
22415084	7090388	1
23606120	9682998	1
43353706	34348001	2
37551828	25735692	3
17105782	31259881	43
10378599	38275732	2
40361357	43230235	24
1897714	41453445	1
32320127	13129974	2
11958649	4778297	1
46400893	40957959	1
5885514	33262379	1
9516648	44984729	1
43230235	34844653	1
36856867	35024432	1
46174115	23122383	3
35423347	45764804	1
20415266	42184779	1
25068028	13175254	3
5206860	11853005	1
43076079	5790895	1
11972142	18453728	1
37331638	2029102	1
36521394	19679953	1
43402178	45978433	3
47974333	34777943	1
13840727	31643744	1
14161668	16508296	1
12057222	7557872	3
35355490	30891085	4
16508296	33136678	1
13299312	41918777	2
43520322	2831580	4
10289203	16046594	1
98174	37675890	1
34859536	27383643	1
17228155	50271527	1
1465630	5360529	1
28145115	38411471	1
30430056	14893743	5
12531120	6479596	2
7962624	7988230	1
24085898	28622814	1
44984729	23890225	1
26907017	598018	6
14154841	4703245	1
37479635	39129668	3
40538329	33193635	2
43992095	42145123	1
39663127	33442624	1
31826353	18857164	1
48681624	17468718	3
5641040	49881790	1
1718167	3178138	1
28796277	14773927	2
48190611	47087538	1
25369911	48769772	1
40687804	38967719	4
