Source;Target;Weight
25588388;7847213;2
25706166;7847213;8
27770935;7847213;8
30891085;7847213;1
31484037;7847213;12
33642640;7847213;9
34074374;7847213;1
34982892;7847213;2
35386223;7847213;5
39453798;7847213;1
43204348;7847213;1
43276008;7847213;1
43383961;7847213;3
46268944;7847213;5
46602081;7847213;9
48066140;7847213;2
51085575;7847213;17
1051796;7847672;3
2174139;7847672;1
3379361;7847672;3
6518850;7847672;2
12391891;7847672;3
25483199;7847672;3
32853064;7847672;2
41918777;7847672;1
44509491;7847672;2
46337908;7847672;2
46379742;7847672;2
50961064;7847672;1
1791959;7854486;1
30084098;7854486;1
45096299;7854486;1
49392368;7854486;1
488820;7969033;1
5206860;7969033;1
8646924;7969033;1
17901713;7969033;2
18045946;7969033;1
25225350;7969033;1
27797291;7969033;1
30797738;7969033;1
30801311;7969033;1
30803403;7969033;1
31519216;7969033;3
34646023;7969033;2
35163026;7969033;3
35603451;7969033;1
39943633;7969033;3
41041437;7969033;2
47422165;7969033;1
48584251;7969033;3
50472272;7969033;2
6194746;8014871;1
9756125;8014871;5
10038459;8014871;3
10365531;8014871;1
10591688;8014871;1
12100688;8014871;3
14827273;8014871;1
17977947;8014871;2
19311742;8014871;1
20079192;8014871;1
20478332;8014871;1
23121689;8014871;1
23254357;8014871;1
28482485;8014871;3
30802149;8014871;1
31029316;8014871;2
34348001;8014871;2
36230764;8014871;1
41462525;8014871;1
43353706;8014871;8
43581697;8014871;1
43848023;8014871;7
45300596;8014871;6
47814375;8014871;1
3410832;8098780;2
6050550;8098780;1
7545493;8098780;1
32275860;8098780;2
32804293;8098780;2
50724152;8098780;1
21577092;8208496;1
35461633;8208496;1
35665306;8208496;1
43912302;8212399;1
45323422;8212399;1
297772;8239199;1
6617744;8239199;1
17227606;8239199;1
34918066;8239199;1
2580732;8268010;1
8379715;8268010;1
25995175;8268010;1
34235948;8268010;1
35534987;8268010;1
805693;8294253;1
14055009;8294253;1
23465562;8294253;1
28579913;8294253;2
43525927;8294253;1
11056427;8312560;1
38231440;8312560;1
2580732;8379715;1
8268010;8379715;1
25995175;8379715;1
34235948;8379715;1
35534987;8379715;1
27639999;8448018;1
27756947;8448018;1
1051796;8564538;1
49804602;8564538;1
779669;8620269;1
16020022;8620269;1
22963313;8620269;1
30980087;8620269;1
33764775;8620269;1
43912302;8620269;1
18159922;8637313;1
17477817;8645676;1
23860647;8645676;1
24284991;8645676;1
34646023;8645676;1
41041437;8645676;2
488820;8646924;1
7969033;8646924;1
25225350;8646924;1
31519216;8646924;1
35163026;8646924;1
50472272;8646924;1
495734;8646925;1
9516648;8646925;1
23890225;8646925;1
44984729;8646925;1
23605082;8658600;1
35461633;8658600;1
42761296;8658600;1
1791959;8745592;1
7665956;8745592;1
30084098;8745592;1
33072551;8745592;1
6788652;8758659;1
7039531;8758659;1
14099874;8758659;1
15174543;8758659;2
36402444;8758659;1
46004250;8758659;1
6617726;8830438;1
19093609;8830438;1
19109311;8830438;1
29214081;8830438;1
42552060;8830438;1
45953173;8830438;1
21577092;8839888;1
23522193;8839888;1
30168359;8839888;1
35665306;8839888;1
11525444;8924600;2
24099713;8924600;2
4649772;8969471;1
29345128;8969471;1
36752911;8969471;1
30821579;9026626;1
37074412;9026626;1
43581697;9026626;1
30821579;9048776;1
37074412;9048776;1
43581697;9048776;1
14128191;9071613;1
15997915;9071613;1
21750793;9124724;4
31536734;9124724;4
41596314;9124724;1
9358508;9155250;1
16316013;9155250;4
20466784;9155250;1
43972767;9155250;1
41041437;9252658;1
13364635;9354408;1
28992487;9354408;1
9155250;9358508;1
16316013;9358508;1
43972767;9358508;1
30868637;9379907;1
31536734;9379907;1
15542924;9423794;2
26287660;9423794;1
34542243;9423794;1
37736856;9423794;1
38019649;9423794;9
495734;9516648;1
8646925;9516648;1
23890225;9516648;1
44984729;9516648;1
598018;9557261;3
1535769;9557261;1
2660483;9557261;1
2721613;9557261;2
6835359;9557261;1
11487785;9557261;1
12734636;9557261;1
13246097;9557261;1
16441789;9557261;1
17105782;9557261;1
19517070;9557261;1
20156323;9557261;2
26041806;9557261;1
28469491;9557261;1
31259881;9557261;1
35861256;9557261;1
42452854;9557261;1
50246434;9557261;1
10843591;9574144;1
11567456;9574144;1
22856358;9574144;5
26112590;9574144;1
26626573;9574144;1
27201749;9574144;6
27341417;9595364;1
44183907;9595364;1
7847213;9657725;2
10170758;9657725;1
10843591;9657725;6
11461291;9657725;2
11840652;9657725;1
12498238;9657725;4
12663027;9657725;2
16182999;9657725;1
19307792;9657725;1
21694735;9657725;1
21700594;9657725;1
30225958;9657725;1
33440320;9657725;1
37273577;9657725;1
38019649;9657725;2
39453798;9657725;1
46268944;9657725;2
47531681;9657725;2
8014871;9756125;5
21577092;9791853;1
24575966;9791853;1
28472873;9797792;1
40895831;9797792;1
42103349;9797792;1
4143208;9809510;1
18836939;9809510;1
28472873;9809510;1
40895831;9809510;1
41141105;9809510;1
