Source;Target;Weight
21207945;1664426;1
29293200;1664426;1
39434645;1710859;1
46047105;1710859;2
3590071;1720234;1
3904602;1720234;1
5278796;1720234;2
13571018;1720234;2
32606774;1720234;2
47207948;1720234;3
49749861;1720234;2
16138380;1736216;5
22046809;1736216;5
30506909;1736216;1
32642071;1736216;6
35600155;1736216;3
36871407;1736216;1
39745638;1736216;2
44223437;1736216;5
30671289;1775387;4
37993417;1775387;1
38155524;1775387;2
42419801;1775387;5
34575754;1893503;1
841770;2161723;1
5860847;2161723;1
7034159;2161723;1
17560622;2161723;1
28246132;2161723;4
32591985;2161723;1
32593855;2161723;1
46936571;2161723;1
47188425;2161723;1
19539564;2197416;2
23404446;2197416;2
26572633;2197416;2
37887719;2197416;2
38104094;2197416;2
17478140;2242653;1
33300080;2242653;1
590638;2259316;1
904589;2259316;1
10623782;2259316;1
13097324;2259316;1
15091042;2259316;1
20746167;2259316;1
22178895;2259316;1
22672511;2259316;1
27086190;2259316;1
27756834;2259316;1
33594433;2259316;1
44491073;2259316;1
48409515;2259316;1
2561879;2323340;2
123899;2430495;1
32982956;2430495;1
50199572;2430495;1
51361331;2430495;2
28148757;2451641;1
696942;2459397;2
5146490;2459397;1
16173787;2459397;1
24174383;2459397;1
26354432;2459397;1
37085691;2459397;1
41034027;2459397;1
44868755;2459397;1
48407457;2459397;1
50760180;2479308;1
416744;2495241;1
12173828;2495241;1
27667329;2495241;1
34571827;2495241;2
50407240;2495241;2
51290349;2495241;1
20512490;2499837;6
31223011;2499837;6
31276747;2499837;1
32177501;2499837;1
37518071;2499837;4
12045166;2517566;1
31123958;2524513;1
45772536;2524513;1
45927117;2524513;2
5278796;2527519;1
32606774;2527519;1
42757577;2527519;1
47207948;2527519;1
10152598;2532878;1
14984110;2532878;1
20858609;2532878;1
28148757;2532878;3
28910060;2532878;3
2323340;2561879;2
21406306;2563525;1
41011261;2563525;2
5304845;2698035;1
6345495;2698035;1
27159599;2698035;1
28246132;2698035;5
34759769;2698035;1
7081877;2748878;1
12940178;2748878;1
14186601;2748878;1
14871151;2748878;1
17224810;2748878;1
17741668;2748878;1
26013137;2748878;1
26707294;2748878;1
28148757;2748878;1
32463151;2748878;1
37660143;2748878;1
7757458;2748882;1
26007041;2748882;1
45909140;2748882;1
12619475;2755611;2
28148757;2755611;1
30655955;2755611;2
36868946;2755611;2
45511133;2908492;1
46607716;2908492;1
50488951;2908492;1
5278796;2912495;6
7738957;2912495;1
13571018;2912495;6
42757577;2912495;2
47207948;2912495;6
6345495;2924431;1
12071549;2924431;1
17101871;2924431;1
28246132;2924431;1
47366373;2924431;1
32463151;2960849;1
44833222;3082353;2
10606706;3122286;2
33069430;3122286;1
34412148;3122286;1
34499450;3122286;1
37518071;3122286;5
38545025;3122286;6
40653858;3122286;2
39609983;3156043;1
41011261;3173605;1
42892470;3173605;1
5421973;3242994;1
10587366;3242994;1
10822710;3242994;1
11827143;3242994;6
13866284;3242994;1
14811890;3242994;1
15037237;3242994;2
15069269;3242994;1
19813021;3242994;1
21249624;3242994;1
28379149;3242994;1
32679979;3242994;3
34000544;3242994;1
34019347;3242994;1
34027300;3242994;1
42742232;3242994;1
47207948;3242994;1
8737593;3275918;1
4611476;3278842;1
47557740;3278842;1
26913849;3285036;1
705993;3381582;1
15619368;3421323;1
16074261;3421323;1
22517889;3421323;1
440164;3425617;1
4583474;3425617;1
8751062;3425617;1
10172665;3425617;1
14137365;3425617;1
14984110;3425617;1
17115721;3425617;1
19736522;3425617;3
19867449;3425617;3
26631063;3425617;1
27033442;3425617;1
27633050;3425617;1
32387869;3425617;2
33069430;3425617;1
35581903;3425617;2
36411658;3425617;1
44426262;3425617;1
45840200;3425617;1
